"step";"MF102";"MF117";"MF121";"MF124";"MF13";"MF134";"MF137";"MF141";"MF144";"MF167";"MF179";"MF181";"MF184";"MF191";"MF195";"MF198";"MF200";"MF21";"MF257";"MF27";"MF312";"MF370";"MF39";"MF421";"MF439";"MF44";"MF46";"MF465";"MF476";"MF478";"MF5";"MF557";"MF57";"MF59";"MF6";"MF7";"MF78";"MF89";"MF9"
21;10.6383560845268;8.1968024390723;3.88255620923216;5.48042681239918;2.41824894311679;16.1764237922565;43.389013520217;12.5108969305793;70.8665894413799;1.78588975580654;9.68288991166999;14.7229735392669;5.24989592662671;6.87846950792723;30.088797782917;9.62095201738039;14.9639243188992;1.93810690809693;3.3938495011389;11.8277618348091;16.5920326152866;20.004947604059;3.33194677080682;3.23377742718548;7.42382294775193;10.4250823950967;4.87528959126202;4.28142108723727;4.92267988743431;4.33903538259776;40.3978726602039;5.53912510451613;2.61136346626889;4.80903121866219;15.3497634263514;195.957928328352;7.75817550479234;2.1293536966408;1.50866148207583
22;10.0538888291702;8.70882414613823;4.24973622359064;5.29838639642678;2.27659060910138;15.2708256910104;45.8781039781665;12.2658148523703;58.0349152535472;1.98055801433875;9.26963975297283;15.1191030803687;5.3655882787894;8.72326849983309;35.3363237249493;10.1468033977572;14.5456756796041;1.39809106096959;4.05089378116236;10.904109173273;15.922045881676;19.6785427104604;3.10177037362279;3.59274517078672;8.31389962008929;9.51378872223579;4.7589541266891;5.76770372844016;4.97186667216824;5.70881829401941;37.2980147272216;5.50243664247136;2.7653796075145;5.26251058343749;15.7267220623279;192.846541256313;7.99882614254211;2.19531518895162;1.32899492057813
23;9.41427333992254;9.39793347381328;4.35512148731362;5.46029219116127;2.29227538807105;14.4846315297874;48.6877953640506;12.5092380865165;42.4677188188815;2.13785339122917;8.79315964460481;15.7071535679874;5.37452090437011;10.7342105891227;40.829344293828;10.6097041838482;13.8511114202544;0.942373148846797;4.94307364329046;10.0990568012909;15.3802175001904;20.3217782771782;2.72445626216366;4.01101375883988;9.00370389139942;8.04135690022956;5.17142762413688;6.96008235639116;4.6737149738392;7.17849456389455;34.0501947905789;5.45885904987885;2.78034967002476;5.73060730281963;16.0791449080732;198.539443036917;8.18461931151048;2.77454827236491;1.20899348014608
24;9.20174280911031;10.1400650841156;4.39162956487969;7.6129395139284;2.89248667051372;14.0762994966407;50.1691849896646;13.1888247008384;26.8602022992617;2.36602926850441;8.12343833465545;16.5490501872082;5.21001080357017;13.6394044515181;46.8414365748589;11.288476616364;13.1126948779745;0.770349729512317;5.57906973423203;9.28787064886013;15.0518958446094;21.2063703607884;2.34194706788057;4.29517669063279;9.60933629799324;6.27691315105282;5.94809056087873;7.88000657444856;4.39749909380468;8.50335182157506;30.6201980641674;5.33239897108461;2.70790285650166;6.47328451838167;16.5351757150613;217.57750594349;8.4586903052037;3.62115784330798;1.22027583150853
25;9.24440893149472;10.6143395782556;4.45094062310019;11.7033671544356;4.09029382143344;13.4710746598944;51.5312192847751;13.6666833081123;13.5806762631366;2.73503512208441;7.29899625687587;17.7929713818518;4.81499766008029;16.9317636356446;52.093456153364;11.9386390404988;12.7012151221373;0.816260572807262;5.97343536293316;8.24781857282055;14.8127030704928;20.5659587556871;1.92793446889087;4.33138361457224;10.0371515025112;4.46862311725836;6.48233156103636;8.49271100682;4.13487613302512;9.47229154336319;26.5502555780288;4.98640918365062;2.64227407655794;7.10460869076867;16.9864425530985;236.338551188369;8.45093790768541;4.46446713912958;1.30756431674207
26;9.26112944263557;10.9429541759633;4.49947070244622;16.0426599051618;5.59060281400237;12.6159864198797;54.0900425667114;13.4715491841414;4.7949846191257;3.40966986759463;6.60284100627078;19.3347154779602;4.2848034351624;19.768814223754;54.7917736909935;12.2372608474492;12.8853266569732;0.997529360569;6.35771242976568;7.16082166965314;14.8646049488212;20.2896444098509;1.43279981128821;4.08736809586373;10.3537765728899;2.86348016260173;6.75998079217913;8.67117558325072;3.76039388216779;9.93600876343404;23.2778403537116;4.56038688107864;2.63082281384943;7.05959242541492;16.7591265452607;257.568310845373;8.27306851426417;5.14176269596995;1.38809212629398
27;9.64575871837816;10.992242155294;4.59167932123858;19.5198409968549;7.2999391896179;12.4833346485726;57.9158922929438;12.0155653766034;2.47144534042376;4.66092373517295;6.66341418233451;21.4748421621949;3.83534811787763;21.8020660087278;53.8731441104057;12.4374458919788;13.7454122619997;1.54816171735471;6.66654552938356;6.54026627868802;15.7653940867414;24.2590881345905;1.33414984860098;3.68646386579839;11.0762700461301;2.18779515615374;6.72600967469473;8.21966720772826;3.61468673765293;9.41876821601318;21.8339006493487;4.4207188459941;2.58119560842818;6.63794805451168;14.8607069499702;293.523152308156;8.52378536055834;5.45983198446808;1.55766359623507
28;10.1493898621993;11.2351787116218;4.65620339952356;22.9484666315966;8.33550231750941;12.8783808100608;61.3817146676039;11.8897543987674;1.6746391364226;5.54034235214486;6.66465509969529;23.5203992694571;3.55337752333232;23.5159878391322;53.398832436417;12.5887835915877;14.4043132776718;2.07783702674685;6.8142087000236;6.23682391645523;16.7917670152624;29.9834579409267;1.52814712058755;3.28778132827913;12.6754712502844;1.75922362056456;6.60086501036954;7.6904726077441;3.43570406505365;9.02594873459304;21.0450768738402;4.25699291123082;2.47099273298476;6.50102466945248;14.2481628395377;328.827098918191;8.72172776283956;5.47825959120515;1.65388821324059
29;10.7025037261418;11.727626306097;4.76500448199909;27.0861464673587;8.96150863225886;13.5794690181266;65.0384789364655;13.3279883024507;3.01331824068906;6.09777939363351;6.59291468360294;25.4741640650863;3.32788420638691;25.0073915388613;53.3145012335324;12.6820562484154;14.7895895359011;2.59452767508817;6.78445019052901;6.20189617900762;17.7360509738013;35.5884904935995;1.88653397329071;2.87470739770595;14.893655420312;1.63452472017759;6.43146470418885;7.02288615078022;3.21733213754196;8.70423502153191;20.5093041889863;4.0941822699294;2.35511729652844;6.46027984212906;15.4158523543992;359.872322606394;8.76497642279499;5.34655233266731;1.70508545147981
30;11.2843899519745;12.4284634826917;4.92427877765692;32.0013530208203;9.29822419572445;14.5525839301119;69.0510185027807;16.1618500521745;6.56195160649883;6.42274265042955;6.47176804733555;27.3561223931359;3.12609960992474;26.2563158185316;53.2690491726324;12.7105642625596;14.9647438903095;3.12067312766177;6.5799215470795;6.38802730966817;18.5917491485089;40.9444109387123;2.3837371709706;2.43845504343084;17.6288394457696;1.82600226169572;6.20168731619665;6.18420448066199;2.98432746963619;8.35393070561543;20.1919967966388;3.93931735559032;2.23920579629122;6.44450327363172;18.1729106437325;387.066405735849;8.68067362400706;5.08194974504452;1.7272123958209
31;11.8998058639175;13.3102734407677;5.13211145444275;37.6781914205848;9.38478092723781;15.811542691687;73.4124729000557;20.2800859478261;12.2563143814626;6.56673181920865;6.30748648585337;29.1632035739432;2.94146566460498;27.260883001029;53.0896897471903;12.6837821552219;14.9713226654735;3.67080810677764;6.20711105145514;6.77104365528737;19.3834543872814;46.2183401291698;3.02147569847299;1.97319848387274;20.8521490894958;2.33017831678298;5.89759419746772;5.17303032645467;2.75881311236059;7.92705722638546;20.1201736177474;3.79449947459166;2.12140870559472;6.43934687540271;22.350680371971;411.180358883735;8.50648126914183;4.66771208286078;1.72707348756921
32;12.5512636982192;14.3511179279152;5.38600049788869;44.0689710941652;9.22113360714557;17.3613019089597;78.1122505223148;25.6241938609687;20.0066579440435;6.55194390816724;6.10046596656605;30.8930543118964;2.77622685731938;28.0113306563984;52.7169202071087;12.6061786258506;14.8372069998545;4.24841936406102;5.67342345073209;7.34108040569234;20.1237590463009;51.5728023282475;3.80487121899807;1.47726949258155;24.56848310062;3.13295703580172;5.50584067187768;3.99953194460278;2.55349970362591;7.40884980034628;20.3044126311163;3.65592669787717;1.99824610270924;6.45056077801536;27.8597170565853;432.384055224005;8.26181479189582;4.07600573722461;1.70423856328335
33;13.226862319042;15.5403291197954;5.67815375395257;51.0683489209043;8.77403267680348;19.1976037211859;83.1441892342036;32.173963052881;29.7237562622002;6.37777000951885;5.84887314328127;32.5386977525008;2.63753570587275;28.4586536236136;52.1230978641598;12.4653081359069;14.575013357844;4.84242448889184;4.98251137691141;8.09402518676421;20.8108880811607;57.1277699510648;4.73616467898058;0.95192265852306;28.7936584080498;4.21971087329436;5.01805067041848;2.67540212545317;2.36812960379221;6.80458649948781;20.7574253630706;3.51629753425187;1.86705128634585;6.48523012315958;34.6725595451894;450.404029999919;7.94330343067683;3.28587966737589;1.65389335828505
34;13.9189153145123;16.8842081465244;6.00058259602636;58.6051227325728;8.00583345412403;21.3268272653332;88.4765373533333;39.957250160471;41.3509020116181;6.02538794108178;5.5463704610408;34.085463210971;2.53376452799423;28.5803736893709;51.3411988532392;12.2535187663667;14.1760532260423;5.44290437054864;4.13290998162693;9.03091124066696;21.4444795572998;62.9697378913635;5.81726203301029;0.398877499144327;33.5473719095562;5.58023850800836;4.43322517240024;1.21015014949938;2.19535132941304;6.13307435896548;21.5002761563112;3.37005396364184;1.72449842912793;6.55748883759556;42.8154529002082;465.134979365026;7.54664260928678;2.28597277561173;1.57130407789755
35;14.6312920695934;18.4008524066979;6.35187011223379;66.6801026001187;6.8849358211786;23.7601965992528;94.0491266293085;49.0431699528984;54.8693739253893;5.46746727961266;5.17836563905961;35.5129719621827;2.47118032754659;28.3878163631821;50.4674454321746;11.9731652708821;13.6178229273127;6.04348359479113;3.12036023142169;10.1599916307133;22.0203189579749;69.1190494618841;7.0518167970932;0;38.8572494238352;7.20903344103967;3.75700463090404;0;2.02749780571838;5.42218775821977;22.5473733264916;3.21410379645116;1.56957105001022;6.68765064350675;52.3559828682846;476.518953601393;7.06661434683608;1.0723101049134;1.45167370315313
36;15.3709131821663;20.10929541193;6.73707686515634;75.3575778950496;5.38514929463979;26.4941755871827;99.8103168641507;59.5324623946567;70.283082334161;4.6714862786284;4.72493607728013;36.8032323679788;2.45281831633872;27.9062068790234;49.6450282780958;11.6308461553216;12.865209240472;6.63701987415828;1.93941720233311;11.4907071803073;22.5220906891894;75.4399656047573;8.44117978001608;0;44.7452408667478;9.10560555776294;2.9978834478774;0;1.85760492441552;4.70726799834183;23.8715893454226;3.04469489228615;1.4043177097996;6.89627870771475;63.4094113030945;483.995318227433;6.48590781329746;0;1.29098929241552
37;16.1262406098235;22.0363505706765;7.16102166602869;84.6947576670993;3.48143552626799;29.5104453448711;105.767997384043;71.5457485471975;87.5899845153249;3.60900226725502;4.16678663395956;37.9255332335521;2.47734471228907;27.1404388303011;48.9923167970021;11.2249794638035;11.8827065784964;7.20949662070745;0.584075380057879;13.024915263563;22.9140296583651;81.7436776856263;9.97412622010053;0;51.2191490279582;11.2679669355988;2.16332151440023;0;1.6776407694442;4.02262586499606;25.4336925767163;2.86064314392217;1.23318191831055;7.18718404762574;76.1312118164528;486.711860185144;5.78332237710119;0;1.08481866520764
38;16.890363647645;24.2008605201185;7.62680655743948;94.7300578812997;1.15668220703854;32.7971348935996;111.925450422735;85.1644213227907;106.793132788462;2.26005349809452;3.49102219113268;38.8598118712824;2.54402692248671;26.0954723561044;48.592496086985;10.7545866068806;10.6460010379353;7.7516768828593;0;14.76470439354;23.1731676642988;87.9061786426543;11.6431747042379;0;58.2848142358416;13.6946816063323;1.25902257699134;0;1.48146034803399;3.39233952902429;27.2091800530604;2.66129102250139;1.0591315576465;7.56336858579734;90.6259717597376;484.12675259281;4.94439822577531;0;0.830144034129622
39;17.6599325589621;26.6166888146748;8.13695232156652;105.49516451859;0;36.3460569791844;118.281094834369;100.448357042743;127.899119868219;0.609146052427681;2.68806113382665;39.5926685498394;2.65249303486777;24.7778331891348;48.5117956661331;10.2196951559319;9.13650693470603;8.25734024961114;0;16.7125859954285;23.2839269749532;93.8340972636074;13.4435068574395;0;65.947279122622;16.3850664255614;0.289764317462784;0;1.26424689346501;2.83487238083084;29.18003357918;2.4461129193612;0.884332396112023;8.02815900212745;106.970009695425;475.858187871947;3.95816579214392;0;0.524830248299971
40;18.4320730427024;29.2956479845562;8.69372770558601;117.018278141579;0;40.1499305580738;124.834983624602;117.448112901786;150.915275558198;0;1.74997605271484;40.1130457402068;2.80222907084465;23.1933696758862;48.8058849742141;9.62034400072714;7.33849743053333;8.72132403285252;0;18.8706750026086;23.2329522347482;99.4453660867219;15.3708308350768;0;74.2102188024492;19.3387806931354;0;0;1.0219230744208;2.36563014326515;31.3304322286832;2.21481777349939;0.710714333747394;8.58389735737706;125.228282644515;461.58167572836;2.81523163667365;0;0.167163952239022
41;19.2042782616154;32.2478534749156;9.29916874539638;129.324450792912;0;44.2022906561425;131.588246306055;136.206696657666;175.849021415943;0;0.67014301557346;40.4117011480337;2.99264488485045;21.3472610923845;49.5218163536744;8.95657448940389;5.23858139900195;9.13929840251387;0;21.2407434822066;23.0087022374059;104.667763298023;17.4213274647058;0;83.0763142510995;22.5557136187246;0;0;0.751032390110327;1.99754953211291;33.646444409031;1.96727076810892;0.539994007069799;9.2322137907836;145.456434010081;441.019134269017;1.50752245824861;0;0
42;19.974337035073;35.4820097472577;9.95509942217094;142.435921920207;0;48.4973986426301;138.542696714274;156.760938431048;202.70752007651;0;0;40.4808251262099;3.22311776365111;19.2440645049369;50.6995800258263;8.22842572435028;2.82529000569377;9.50759853236089;0;23.8242735980991;22.6011391635032;109.437632226938;19.5915983520167;0;92.5475197535388;26.0359059438379;0;0;0.448636279803594;1.74156273529885;36.115771250033;1.70344023442343;0.373697409974009;9.97422312684871;167.702404896128;413.930575464871;0.0280722517192542;0;0
43;20.7402834605271;39.0056423092841;10.6631524091364;156.372437449073;0;53.0301577478731;145.70056034981;179.142568027683;231.497497978472;0;0;40.3137568654949;3.49302066741428;16.8877768419405;52.3733488474676;7.43593231174358;0.0887473681653024;9.82309725646969;0;26.6225053679891;22.0014855852696;113.698762303062;21.8786176283106;0;102.625255370115;29.7794958161581;0;0;0.112227440158228;1.60696450192313;38.7275293589949;1.42336164497855;0.213181392758054;10.8106666949745;192.00771756542;380.107632834176;0;0;0
44;21.5003597126305;42.8252866747324;11.4247890224149;171.151543444973;0;57.7960360466603;153.064286644209;203.379070896517;262.22516901377;0;0;39.9047696059385;3.80174003458369;14.2819000304929;54.5724775208253;6.57912352189554;0;10.0831069738065;0;29.6364778188133;21.2020304186213;117.401416099484;24.2796881242783;0;113.310546315408;33.7866816315833;0;0;0;1.60170345441124;41.4720653883597;1.12711317366042;0.0596534462231006;11.7420149230789;218.40850851666;339.36843409091;0;0;0
45;22.2529873091889;46.9466429591873;12.2413178427397;186.788850832514;0;62.7909976149705;160.636421044522;229.494375266864;294.896215867934;0;0;39.2489051158709;4.14868656070795;11.4295032173531;57.3223080765112;5.65802323025059;0;10.2853030169005;0;32.8670635922171;20.1959714062243;120.501486830106;26.7924021764299;0;124.604124594243;38.0576966639744;0;0;0;1.7326145224133;44.3407970774;0.81479910036604;0;12.768541848173;246.93636758369;291.553480069759;0;0;0
46;22.996744086549;51.3747029728979;13.1139117439262;203.298270761353;0;68.0114417397394;168.419519034979;257.509408846863;329.515803303585;0;0;38.3418440681191;4.53330128613674;8.33327943589527;60.6448224176782;4.67265026375461;0;10.4276630237822;0;36.3149976482491;18.9772856113497;122.959770841477;29.4146069327467;0;136.506503637263;42.5927918595959;0;0;0;2.005605525091;47.3260766584673;0.486538555780646;0;13.8903794619142;277.619024900144;236.522292499949;0;0;0
