x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55
28.077614,8.679786,0.0,16.814661,1.3957634,20.613867,2.3733346,14.964513,2.1264193,0.0,2.6556509,18.706236,0.0,0.0,12.381401,24.421143,3.2283528,1.4491708,8.697339,24.189125,1.8127434,0.0,2.933449,36.80926,0.0,0.0,2.358547,31.931364,1.9816258,0.0,3.802831,29.16103,1.5018454,0.0,2.0942852,22.85047,3.7917016,0.0,1.3051407,32.48705,1.0427096,0.0,3.100551,6.478712,5.5594606,0.0,1.6773756,0.0,8.381796,0.33851504,0.0,3.193539,0.0,6.054034,0.28582525
46.14999,0.0,7.822894,24.42413,34.291027,25.046673,32.276516,29.452465,44.63109,15.672929,35.5934,8.064485,0.5622945,22.980236,21.236324,18.090584,19.420925,18.876759,30.97894,18.412277,18.398186,18.470177,24.139889,28.13358,36.32454,19.322384,24.058529,57.791046,30.065918,31.169712,38.889736,23.668945,15.721736,52.725136,26.553417,11.174626,10.320235,26.186451,20.688263,9.657046,11.04157,18.348896,15.978803,0.0,4.4411926,0.2563367,14.596526,0.0,0.0,0.0,15.091773,6.693454,0.0,0.0,0.0
29.685364,0.2193234,0.0,26.85483,39.769363,4.8328304,20.204767,10.20209,17.321602,0.0,0.6823468,4.877322,1.3869436,0.0,0.0,3.1599562,5.509492,0.0,0.0,5.4826365,8.659003,0.0,0.0,5.526578,5.580167,0.0,0.0,11.902839,7.392371,0.0,0.0,8.046302,3.959995,0.0,0.0,9.515599,1.8798048,0.0,0.0,18.682539,8.786159,0.0,0.0,12.099859,13.304095,0.0,0.0,0.59552336,0.0,2.0790007,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,10.319666,0.0,71.31817,0.0,0.0,0.0,0.0,278.94833,0.0,0.0,69.53487,203.08356,0.0,0.0,0.0,251.31007,0.0,0.0,0.0,247.84544,93.39808,0.0,0.0,207.54285,244.48007,0.0,7.5082846,382.20374,198.84119,0.0,141.7708,744.44476,150.30435,0.0,21.540636,212.34364,131.44247,0.0,0.0,168.78226,21.036032,0.0,0.0,169.6768,13.671494,32.845303,0.0,0.0,93.53553,0.0,24.110418,0.0
0.0,0.0,0.0,0.0,0.0,6.897772,0.0,3.2225146,0.0,0.0,0.0,0.8637371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4490347,0.0,0.0,33.186142,6.6460037,0.0,0.0,11.136462,0.0,1.1252098,0.0,3.4945264,3.2925148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79.47864,26.742502,24.83595,49.104984,71.13867,47.301567,36.439716,38.63858,47.766346,25.740099,47.365604,29.519041,7.20697,18.23478,24.91498,29.97204,27.657722,9.610832,36.28265,36.423424,24.501392,15.260307,33.934753,36.558777,28.390112,8.770481,17.010084,57.617863,30.91074,19.028645,34.51146,45.566536,9.227697,15.053902,44.107235,51.848423,9.137339,10.349362,22.070354,49.13719,13.4676695,7.24823,19.04006,2.615046,11.918004,0.0,16.924665,0.0,10.432994,0.0,9.983011,13.925642,0.0,8.150493,0.0
60.095028,56.392326,77.763084,48.081,97.46346,64.14228,106.82231,51.32309,149.2254,108.09161,51.794697,30.501207,34.940723,124.038506,56.67506,34.40474,71.1613,61.554768,50.21564,15.980169,61.661472,63.488396,35.371788,31.501703,81.50084,64.77946,16.171173,47.162823,89.91867,84.67076,44.440907,23.762724,32.970448,69.65379,76.04757,30.09325,62.925915,77.83835,42.139755,23.333307,68.92198,85.935394,33.476196,0.0,42.93597,70.09743,44.113842,0.0,19.033613,28.309372,74.60507,28.782593,0.0,21.922619,27.372183
39.62061,3.351009,6.842029,47.43904,30.098404,28.709562,30.333338,23.72933,27.12529,0.0,9.728679,30.317837,6.821881,0.0,16.09082,24.629965,12.979603,1.6209874,7.8064733,25.866543,14.042232,3.6278224,0.11634296,23.868225,14.34213,0.0,0.0,35.513912,13.988537,0.0,0.0,15.2002735,7.0635667,0.0,0.0,17.272928,4.3111863,0.0,0.0,39.54033,12.954866,0.0,0.12893873,15.133494,15.681876,0.43125254,2.3791316,0.0,4.5569024,8.429085,1.9009511,1.9385962,0.0,2.1979575,0.0
32.43758,0.0,0.0,57.934185,7.877177,54.899055,19.129747,42.81274,21.366556,3.5610414,29.271494,31.444658,6.517257,18.597382,34.910824,16.53945,8.452305,8.6007595,24.307808,21.496246,3.1788487,3.489799,11.74646,22.642565,5.466638,1.8743674,7.793328,29.300308,8.09387,0.4397391,10.814176,27.189795,19.022034,5.048385,21.486364,33.209293,5.5866647,4.1535625,11.9279995,34.4006,4.171993,2.988194,7.947922,20.271595,7.399218,6.194382,4.692177,0.8988925,15.178846,9.715063,7.519589,1.7385765,3.7594566,8.966715,7.7172456
300.39752,0.0,28.610073,155.43646,154.4727,250.15028,90.96718,233.09596,38.857437,0.0,25.05961,265.89233,56.98425,19.405605,169.3892,564.96014,26.784695,28.601395,68.46336,324.18344,5.8620954,39.2079,0.0,205.3738,30.575981,0.0,0.0,351.63068,64.56754,13.765733,0.0,309.9695,52.950558,0.0,0.0,252.61446,71.14943,35.388683,29.970243,332.21954,150.4346,38.401234,84.84245,46.639275,157.52911,64.25735,69.33236,0.0,90.81702,108.8315,53.93897,77.18167,12.75354,85.64852,56.72882
53.921165,36.458195,31.398197,27.023012,67.50862,23.615088,29.815538,19.932352,40.984207,24.468533,20.397823,13.8772135,10.506926,9.453567,4.7000923,14.204872,22.295757,3.499604,8.990889,10.832384,24.725363,12.41445,13.712385,8.715921,34.147087,10.502637,0.0,9.353806,26.380886,18.293045,0.7150037,6.4295483,8.958429,8.559493,9.347128,17.345434,3.207749,14.125974,5.526408,12.709173,7.081423,3.636011,4.5464287,0.0,9.569617,0.0,4.9329033,0.0,10.308346,0.0,4.596041,6.0694475,0.0,8.727488,0.0
155.72423,58.989647,50.779827,114.19073,161.62944,85.62179,113.34634,102.98534,113.39221,105.41634,204.8105,25.468163,11.681517,87.70925,53.10831,66.592285,43.71851,30.436712,102.315956,77.99451,30.749817,45.959423,95.87566,59.656868,39.40967,13.026977,60.62671,77.65649,39.485123,44.39983,63.859356,114.30732,10.9307575,59.388653,108.40945,66.5763,21.352764,34.936214,71.90107,39.077274,25.513084,35.79847,55.65089,0.0,13.863198,1.2381153,49.239113,0.0,10.712639,0.0,33.751385,31.678522,0.0,10.867842,0.0
3.4457443,2.418382,2.0919065,7.154278,5.742364,0.0,2.5703495,0.0,2.3088431,8.061318,16.345074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1976213,0.0,0.0,2.968468,9.989987,9.144307,0.0,0.15501475,1.6944044,0.0,0.0,1.460727,0.079143286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63329554,0.0,0.0,0.0,0.66575265,0.0,0.0,0.0,3.6093383,0.0,0.0,0.0,0.0,0.4678023,0.0,0.0,0.0
116.61742,15.032547,0.0,109.83663,33.868267,66.25914,20.559841,61.729572,20.52773,0.0,0.0,9.139146,0.0,0.0,0.0,16.364624,6.251075,0.0,0.0,20.823578,6.9754944,0.0,0.0,86.51897,4.327593,0.0,0.0,110.28243,0.0,0.0,1.212035,58.55835,6.652528,0.0,0.0,50.63933,0.0,0.0,10.185534,41.976055,1.1724348,0.0,6.095001,3.0676453,13.943851,0.0,4.0560303,0.0,0.0,0.0,0.0,0.17291665,0.0,0.0,0.0
115.36029,76.10365,26.456142,74.83971,71.004486,93.37803,54.320023,105.46669,67.64562,44.656963,0.0,51.797108,13.743696,0.0,0.0,30.201086,25.992252,5.2047415,0.0,73.66502,23.27678,14.6565,0.0,189.91013,29.016209,11.293554,6.0930786,112.514496,23.513548,28.410618,0.0,80.57984,19.768038,11.139442,0.0,48.841896,17.366482,31.07648,0.0,53.438915,27.11964,0.0,0.0,0.0,33.79888,0.0,0.0,0.0,0.0,3.575334,0.0,0.0,0.0,0.0,0.0
49.591965,14.875435,5.794014,20.20401,25.206663,25.77089,24.166239,22.139992,31.238255,4.8700314,14.304447,21.888575,1.5489472,0.0,16.344955,22.772799,16.633125,7.315006,19.672117,32.1335,15.845458,6.2869773,14.07234,52.300022,18.29854,8.286727,11.426949,55.920307,21.869389,12.619169,23.591314,33.80047,6.383742,7.2487483,15.16462,20.100855,15.686019,7.7373843,10.775625,30.378162,13.599467,4.1971383,9.343154,0.0,9.130605,0.112810016,6.833818,0.0,5.7574515,0.0,2.7577882,6.6307573,0.0,4.330093,0.0
