x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49
2.2763844,-1.5680943,86.13636,162.0473,115.61313,57.231304,57.23794,57.23067,162.69171,177.74667,177.74667,177.73828,177.72192,177.24966,119.46762,119.46707,-3.9672241,132.10611,71.4041,163.83662,161.60791,195.11615,195.40369,91.64191,6.2898216,9.675938,30.209785,11.418636,3.5051765,40.422974,3.48312,50.59586,11.728634,-5.8089027,22.150768,29.88377,4.8255577,4.6189537,1.5084724,14.824303,27.38385,4.9330444,4.9330444,4.9330444,4.9330444,4.9330444,4.9330444,4.9330444,4.931839
8.379715,-4.0275726,348.6994,318.0056,182.8523,-101.54503,-101.51274,-101.55086,316.5387,630.1307,630.1307,630.0898,630.01013,627.7096,345.64807,345.64825,-70.23927,265.95636,14.854202,314.22998,221.99861,368.3349,369.2818,72.37248,117.83255,-8.307739,230.28174,20.123459,4.0755615,339.73132,3.9796753,343.247,21.494385,146.08719,201.05199,305.78745,84.77608,83.63936,69.009186,138.62497,193.7977,80.00163,80.00163,80.00163,80.00163,80.00163,80.00163,80.00168,80.04045
31.600794,32.81364,46.581585,15.915899,40.880672,20.023342,20.025711,20.021984,14.606537,99.37788,99.37788,99.37488,99.36904,99.20032,78.363754,78.36452,45.4729,-23.132599,41.671043,12.5007,14.616829,40.991417,41.129227,-34.90033,13.447275,15.11445,18.62318,19.508423,8.300344,25.754118,8.287481,-12.360863,19.596817,-15.740395,3.7126427,-1.39892,11.574436,11.489782,10.376339,3.2750664,8.057333,6.7520676,6.7520676,6.7520676,6.7520676,6.7520676,6.7520676,6.752083,6.7568417
68.466866,62.35386,75.86457,191.78642,139.78035,98.15697,98.161705,98.15803,192.69566,218.6164,218.6164,218.61041,218.59875,218.26205,177.02678,177.02655,186.34296,270.2932,42.799046,191.58865,268.7094,176.31151,175.95721,245.256,58.01957,83.61718,75.45111,35.76124,23.987417,58.470833,23.989218,169.01169,36.032127,42.34372,120.73312,132.52745,22.134462,22.077845,19.555185,41.38833,36.42949,41.26362,41.26362,41.26362,41.26362,41.26362,41.26362,41.263596,41.26304
2.5708776,2.838629,2.9392118,-0.91589546,-0.5554993,3.479907,3.4794483,3.4799662,-0.927495,-5.1489863,-5.1489863,-5.148406,-5.147276,-5.1146326,-1.1128502,-1.1128483,8.617638,5.4028044,4.6215773,-0.8631611,3.0379434,-13.266489,-13.315439,-3.6977568,2.746551,10.204252,4.1283636,1.2347629,0.99328613,-1.8682945,0.99347496,12.803492,1.2043369,2.9123561,5.0967236,2.3313084,0.33679962,0.35598803,0.5698731,4.449489,4.0090036,0.904217,0.904217,0.904217,0.904217,0.904217,0.904217,0.90422213,0.906579
13.279602,-13.380676,-646.88885,694.7599,-2967.2566,-2221.6807,-2221.7654,-2221.6382,672.84076,-53.676453,-53.676453,-53.569275,-53.360413,-47.329285,691.9384,691.9379,-1397.3328,1398.9949,-11.037231,690.0644,-1020.39655,-2721.4197,-2730.098,-1196.487,-56.46692,3131.3335,-115.36682,-0.04437256,16.726868,-463.1308,15.97052,196.07715,-8.406433,2038.7083,50.730835,-95.54956,-39.817444,-36.633972,1.7867432,48.47473,-14.815002,-4.3945923,-4.3945923,-4.3945923,-4.3945923,-4.3945923,-4.3945923,-4.394348,-4.274475
22.235699,10.577885,155.76472,347.22943,124.94769,3.4508705,3.464695,3.4512215,347.44315,431.2554,431.2554,431.2379,431.2039,430.22107,309.84387,309.84326,41.72643,377.31958,63.291355,347.35184,322.00354,289.01334,289.15497,183.86382,6.0473137,0.18297195,69.76913,2.0703087,0.76716995,159.33136,0.7340126,95.40909,2.7056084,-6.21426,54.125565,139.12364,-0.78967667,-1.2500343,-7.6453133,9.37048,43.449543,8.261967,8.261967,8.261967,8.261967,8.261967,8.261967,8.261898,8.248669
21.775434,15.699417,107.13731,158.19621,67.48327,-40.483383,-40.471115,-40.48497,158.26671,236.58965,236.58965,236.57411,236.54387,235.6705,128.69025,128.6898,-39.11055,166.62215,11.606049,158.8438,184.73549,200.89027,201.08192,68.71094,28.845284,-3.9541779,120.157486,22.62473,9.315552,166.48627,9.301178,114.338684,23.184456,-51.531914,92.95005,126.40004,18.78556,18.349808,12.749168,22.295418,52.825256,16.61401,16.61401,16.61401,16.61401,16.61401,16.61401,16.61407,16.651054
6.3335867,2.3470297,18.908482,71.83321,5.681464,-19.848686,-19.84578,-19.847977,72.07072,88.94352,88.94352,88.93984,88.93269,88.72617,63.432396,63.43226,17.032822,101.43782,-23.131874,71.64372,93.42655,70.63771,70.4476,85.206795,19.266857,10.638724,41.550655,6.7951403,7.890132,66.95062,7.895747,51.679146,6.9483595,-17.159626,31.215496,58.61507,7.916198,7.8300295,6.4646235,15.231214,28.843422,10.333507,10.333507,10.333507,10.333507,10.333507,10.333507,10.333499,10.337913
3.436073,2.607074,-4.20366,10.091269,-3.4273198,-9.716843,-9.7161255,-9.716732,10.146296,13.770332,13.770332,13.769428,13.767666,13.716789,7.4868636,7.4868217,3.0611756,22.328018,-9.5069475,10.103879,11.287746,12.120449,12.115181,18.472492,1.9520037,0.07668713,10.629598,0.07647732,1.0169146,8.000239,1.0161498,43.370663,0.11368826,9.039192,11.8327675,17.842287,0.8003266,0.7792866,0.49161366,15.919984,18.660046,3.5494797,3.5494797,3.5494797,3.5494797,3.5494797,3.5494797,3.5494711,3.547403
15.894983,16.927237,30.45861,-5.134262,16.535915,20.892317,20.89182,20.892065,-5.4417458,9.841955,9.841955,9.842581,9.8438015,9.879042,14.150578,14.150817,39.063324,-4.3863792,17.154839,-6.082691,1.0575151,-28.352991,-28.47058,-19.279737,15.258404,22.985401,17.47319,11.810889,10.962433,17.96877,10.964233,8.656691,11.7745905,-1.2443066,9.706083,8.89534,11.320868,11.342999,11.5522785,11.410952,13.384847,9.47307,9.47307,9.47307,9.47307,9.47307,9.47307,9.473082,9.478794
5.2736425,4.6977243,9.362078,30.935036,21.704344,11.97559,11.976696,11.975447,31.028728,32.11964,32.11964,32.11824,32.115513,32.036816,22.41159,22.41148,-5.256896,20.863262,17.969738,31.329216,34.672703,47.759956,47.830482,21.239498,1.6460714,1.7166767,7.252347,2.917561,0.06039381,6.33152,0.057109356,2.8635387,2.9661012,-7.4509954,4.590493,0.72903824,1.3138609,1.2754574,0.7606616,-0.201756,2.012591,-0.10755825,-0.10755825,-0.10755825,-0.10755825,-0.10755825,-0.10755825,-0.10754585,-0.10311031
4.9779205,4.697891,38.191708,40.756493,43.413017,18.815937,18.818733,18.815083,40.649902,62.540005,62.540005,62.536465,62.529575,62.330605,37.94866,37.948624,-20.503986,3.447176,34.430965,40.86224,39.45755,81.688126,81.948166,2.3665562,6.340208,1.1711941,16.584995,5.6998787,2.243122,11.8362465,2.2311745,4.8343887,5.8089466,-8.449272,8.104149,-5.075527,6.282797,6.1783504,4.9092674,3.5527954,8.141838,0.64881134,0.64881134,0.64881134,0.64881134,0.64881134,0.64881134,0.6488495,0.6618538
0.48890758,0.029021025,5.8510804,-0.69935155,-3.872368,-12.594007,-12.593015,-12.594148,-0.45441747,-6.8313475,-6.8313475,-6.8326025,-6.835045,-6.9055967,-15.516496,-15.516679,-21.590967,4.8788633,-10.9984255,0.07991958,8.298942,3.010741,2.9692085,3.1366737,7.254779,-0.26343894,17.460848,2.110336,-0.051486254,22.05798,-0.048799753,11.759861,2.1576686,-7.4109745,14.910655,17.41325,4.9043865,4.868925,4.408519,2.7662885,5.391529,3.8681378,3.8681378,3.8681378,3.8681378,3.8681378,3.8681378,3.868153,3.8767612
4.6484966,0.41150475,65.5122,136.05833,67.264694,10.3585,10.364969,10.358133,136.47647,158.69174,158.69174,158.68356,158.66762,158.20729,101.86736,101.86689,12.378355,157.96283,33.420914,137.29388,126.03204,105.926094,105.97234,86.06084,15.948591,18.957407,44.776436,7.1883373,4.390108,64.086006,4.3737087,84.67356,7.4851284,30.10032,49.73276,75.78598,3.986185,3.793993,0.73898125,17.047525,26.75242,10.659964,10.659964,10.659964,10.659964,10.659964,10.659964,10.659948,10.659353
26.553394,19.270336,51.359634,167.3347,151.04837,109.63579,109.6405,109.63733,169.11003,180.19644,180.19644,180.19049,180.17888,179.84389,138.85172,138.8513,160.60622,219.48999,-6.3546143,167.7414,266.95483,138.59996,137.85414,270.06027,21.463387,48.166405,40.96427,1.37714,-0.66736984,39.147873,-0.6384506,137.2421,1.7746506,-45.49694,54.283157,83.50369,-1.4273071,-1.3891449,-4.201912,34.40571,43.49932,12.854416,12.854416,12.854416,12.854416,12.854416,12.854416,12.8543625,12.838821
4.91133,4.2521315,13.006276,22.295296,3.924059,-8.002596,-8.001238,-8.002764,22.235565,30.24538,30.24538,30.243666,30.240324,30.143847,18.327919,18.327864,-5.898239,25.879633,5.6391315,22.404932,11.071102,11.163067,11.224098,1.9598322,1.7519159,4.3792324,8.021058,0.96178436,0.16105461,9.637369,0.15411282,17.459572,1.0108709,16.808983,11.935219,14.914666,0.5965786,0.54854393,-0.06470108,2.554678,3.054452,2.0539494,2.0539494,2.0539494,2.0539494,2.0539494,2.0539494,2.0539513,2.0548258
0.96887684,-0.35789204,0.9111428,41.722534,14.346848,8.653225,8.653872,8.653551,41.71101,47.748978,47.748978,47.748158,47.746563,47.700504,42.054028,42.05402,19.199488,46.568295,11.124348,41.48559,58.863186,61.927998,61.872723,47.374287,6.9999433,13.211105,15.920092,4.2782655,3.0243087,16.267607,3.022863,37.328804,4.3010726,-18.070372,4.2060933,9.700256,-0.100578785,-0.118982315,-0.37431955,15.624346,24.480778,0.2826786,0.2826786,0.2826786,0.2826786,0.2826786,0.2826786,0.2826786,0.2835002
0.94865084,0.08207989,14.651758,24.299488,14.495061,1.3913507,1.3928404,1.3912134,24.236706,40.893715,40.893715,40.89183,40.88816,40.782158,27.780512,27.780542,8.464511,23.814205,2.9971004,23.946644,36.979225,31.031094,31.005371,18.29383,5.7006226,-0.16786242,24.86146,6.4347396,3.9477444,26.970118,3.9508362,38.982117,6.5193915,-0.92633724,30.642376,35.13472,23.116442,23.070791,22.373478,26.332407,26.016977,22.224722,22.224722,22.224722,22.224722,22.224722,22.224722,22.224733,22.230127
24.392616,7.063401,175.84712,468.5962,134.4364,11.565225,11.579202,11.567971,469.9286,504.43542,504.43542,504.4178,504.38336,503.3894,381.77206,381.77084,58.71514,539.2374,53.06176,470.6282,465.2317,406.37753,406.22946,357.194,56.45327,33.209587,96.9916,27.11142,22.624031,219.7693,22.597023,136.56969,27.776611,7.0203485,62.80591,186.06726,10.213357,9.751107,3.3206415,33.942726,86.19224,25.300308,25.300308,25.300308,25.300308,25.300308,25.300308,25.30017,25.267715
3.5674229,1.7682171,54.801147,92.16432,62.508102,35.81913,35.822166,35.818886,92.88807,69.668945,69.668945,69.6651,69.65763,69.441734,43.100853,43.100243,-41.984474,61.257767,50.15553,94.674545,94.7627,125.040764,125.358315,35.360306,-0.1573658,1.9635258,9.89027,2.802969,0.32948875,1.7974739,0.314085,15.236662,2.9234886,-4.9304466,8.766762,-3.6237888,2.3223228,2.2107658,0.8427601,3.6304722,7.5580425,-0.74889946,-0.74889946,-0.74889946,-0.74889946,-0.74889946,-0.74889946,-0.74887276,-0.7412205
5.443929,4.193006,5.811705,20.209795,-1.1191946,-19.891054,-19.888922,-19.891258,19.905699,52.373226,52.373226,52.370525,52.36527,52.213417,33.566856,33.567,6.032333,25.99859,-10.632499,19.22273,24.47603,25.7601,25.756647,14.748105,3.5670276,-0.42427695,24.449846,3.6160045,0.002423644,30.355152,0.0024007559,26.601023,3.718882,-11.908692,18.22111,23.19723,-0.4597193,-0.53175795,-1.5116068,2.3872619,9.052817,-0.28081357,-0.28081357,-0.28081357,-0.28081357,-0.28081357,-0.28081357,-0.28079927,-0.27209294
82.51129,73.530876,255.60716,342.13867,199.75961,55.490234,55.506653,55.488525,341.0506,521.92474,521.92474,521.904,521.8636,520.69653,377.5581,377.55835,171.10683,379.323,116.69658,338.4978,323.69818,258.17926,258.1632,162.74677,87.10077,110.09064,149.68661,47.217896,44.208176,213.09103,44.15132,266.03375,47.898575,61.475685,111.02431,194.88742,23.24263,22.753204,15.142685,90.377914,138.02438,36.156067,36.156067,36.156067,36.156067,36.156067,36.156067,36.156006,36.14827
1.1109791,0.2978258,26.831394,42.5893,23.582035,12.534961,12.536216,12.534893,42.705307,41.556183,41.556183,41.554592,41.5515,41.462135,30.538506,30.538353,-10.579747,29.331764,22.729105,43.135933,36.688164,40.09304,40.18074,11.328448,1.0739164,3.9053497,5.372219,1.2702818,0.11780548,6.9585104,0.11151409,2.0474873,1.3172092,0.6718731,1.636116,0.04234314,2.5058794,2.460658,1.8863707,1.8730383,4.93108,0.55160236,0.55160236,0.55160236,0.55160236,0.55160236,0.55160236,0.55161,0.55463123
31.266487,21.93119,167.76627,236.46808,121.66463,-12.933624,-12.918335,-12.934906,236.26971,376.83862,376.83862,376.81927,376.78156,375.69275,242.21774,242.21768,32.44037,236.16281,10.806656,234.52051,160.03354,224.3446,224.76492,107.727936,14.282661,8.229591,65.53124,7.0584145,2.1242447,138.8433,2.0742493,74.60246,7.732342,65.531876,69.76694,131.81128,5.1976166,4.689354,-2.4716034,-2.2241821,18.200333,12.852058,12.852058,12.852058,12.852058,12.852058,12.852058,12.85202,12.845886
50.047363,61.053772,346.79706,-260.88315,-27.651978,-265.12653,-265.09955,-265.141,-267.96982,220.96835,220.96835,220.93423,220.8677,218.94675,-17.124908,-17.121857,-574.75586,-793.5906,3.6040192,-273.14413,29.70639,442.3152,443.53308,-674.5779,129.75906,-24.055328,650.122,224.11258,112.505066,687.6052,112.56116,-2.7138367,225.18768,-804.89075,250.38272,46.97049,301.95587,300.65222,289.15613,172.31763,333.2898,130.39734,130.39734,130.39734,130.39734,130.39734,130.39734,130.39838,130.84781
7.1126747,6.6356792,-4.3288927,24.297962,10.844713,36.74642,36.743477,36.747658,24.603645,-4.8333063,-4.8333063,-4.8295813,-4.8223257,-4.6128016,21.077663,21.077618,64.6033,53.702236,12.81254,24.408894,36.902966,2.007453,1.8192234,50.76991,7.4325256,25.311066,2.0446014,8.968319,12.836548,-7.8662453,12.844131,32.340668,8.831415,14.494959,8.532965,10.910725,8.387768,8.493052,9.884098,21.09644,18.838396,12.673679,12.673679,12.673679,12.673679,12.673679,12.673679,12.67366,12.666134
171.4767,53.09984,1311.5355,3175.4875,1348.9408,338.78766,338.9024,338.79962,3191.9666,3318.884,3318.884,3318.7388,3318.4558,3310.2844,2310.8196,2310.8079,114.02666,3414.238,353.68658,3205.0276,3317.3174,2843.8784,2842.502,2454.2678,189.50224,281.00397,667.57434,9.2603,20.546188,1239.521,20.376022,1367.4744,15.06749,-108.75142,520.86774,1200.3589,79.23564,76.13481,21.048752,403.6844,726.4665,159.1491,159.1491,159.1491,159.1491,159.1491,159.1491,159.14836,159.0053
6.1957893,2.824175,67.967926,129.65761,60.21528,26.94721,26.950994,26.947412,130.0792,129.1694,129.1694,129.16463,129.1553,128.88618,95.983185,95.98274,0.29865646,125.90001,47.510475,131.00328,118.934494,100.16747,100.24244,58.24804,3.1320534,15.567797,11.309811,1.2812157,0.3749485,30.676765,0.358778,19.383398,1.4404144,5.8878384,7.085661,24.83931,-1.1695881,-1.2857685,-3.0737095,1.9681454,10.83098,0.5782223,0.5782223,0.5782223,0.5782223,0.5782223,0.5782223,0.5782032,0.5717144
1.0677414,0.43023682,24.699799,17.433704,-7.980356,-1.5189514,-1.5196857,-1.5184135,17.574247,0.92679214,0.92679214,0.92772293,0.929533,0.9818001,7.413439,7.413307,-34.386642,-6.9582043,2.507411,17.895998,25.016363,19.108583,19.054323,-12.088663,1.0073433,0.7305107,15.519596,-0.72324467,4.7739534,29.97328,4.783086,-49.224815,-0.7800484,-41.15168,-2.675499,-7.5666866,21.602781,21.597597,21.968039,-1.6201153,4.246584,9.13069,9.13069,9.13069,9.13069,9.13069,9.13069,9.130743,9.154814
