x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49
5.606386,1.7613573,8.401562,1.3135629,2.6314623,4.7878227,7.5676293,1.6739981,3.2898126,7.026738,3.39295,1.7400563,3.2972565,0.031238556,-1.6293216,3.3787365,6.7321343,1.3816733,1.0422167,2.7576604,3.2350044,7.249027,1.7995532,2.458249,-1.1382177,6.007344,2.6965952,2.527511,2.3848433,1.8970006,2.577622,2.360374,0.77029085,1.9110041,2.2694354,2.098788,0.8287692,1.4556696,1.9043291,2.281437,0.27859735,1.3634644,-0.53756213,1.6489255,-0.00023031235,1.1066074,1.0611659,0.8828776,0.41589677
6.3949246,1.854017,24.507116,10.067968,4.9392724,22.598866,19.414675,10.464796,4.5125585,14.174849,14.203699,3.6147027,6.5204844,10.004004,4.824821,4.000235,16.432838,17.561403,4.3838873,4.0765324,11.129108,16.113941,12.296379,4.1410584,-0.6225233,14.471308,8.8159485,4.071893,4.1896605,7.8178496,7.018904,4.0770345,2.6215634,6.8099413,6.900393,4.6033797,2.4944472,6.671224,8.360823,4.6729445,0.28926706,5.756593,6.419293,5.0041785,-0.7281923,2.1450725,4.413161,4.1136622,-0.67351913
1.0721996,2.346027,5.2934284,2.9178479,1.1974756,3.1054096,11.923706,9.414,0.7365916,1.9848208,10.87883,2.4034252,-2.448473,7.2927456,7.792235,1.2468603,1.5159369,13.079035,5.366072,1.2562008,2.2147148,16.010231,8.222309,1.5148243,-1.0810409,13.823903,7.1066117,1.4525921,-1.0583444,15.02709,7.793469,1.3887459,0.32761857,12.188621,7.8783116,1.2848958,1.1269844,12.43428,8.792654,1.6555982,3.6738954,9.192694,6.3740783,2.0152595,3.3136573,3.1900635,2.4254882,2.0641668,1.8567009
12.019084,3.1944416,40.03653,10.025227,3.2445662,30.878897,55.71497,5.86385,5.918894,18.877014,22.254503,8.988191,11.357101,11.983521,6.9623184,4.7489533,21.87573,25.961052,5.8420935,7.9378004,33.31873,48.83479,5.724489,9.154294,18.244333,47.662094,6.595602,9.165889,16.851881,38.771328,2.1168413,9.179714,25.676376,36.227474,1.5526559,9.533107,28.53479,36.16031,3.9366224,9.293724,19.489399,30.280638,8.092081,9.1791315,19.13762,14.488084,9.31935,9.350446,16.401558
27.061466,7.785551,79.20311,13.986783,16.705532,70.03028,28.466423,13.545769,4.237764,71.80107,17.142502,2.3049028,29.441214,31.216492,-15.885847,10.381851,72.991,37.96939,5.4482183,2.6819425,43.32208,49.234066,15.257988,2.5449748,62.694668,61.784184,5.007228,2.0932822,62.906113,41.848175,12.4384985,3.5830321,88.67007,31.895031,10.566131,6.999485,92.34377,31.109758,11.504394,4.585608,49.68966,31.666372,-6.4915648,8.511065,42.14454,3.7163546,9.380306,11.536262,18.180979
6.9809256,2.476744,13.1412525,4.544774,2.9910383,9.793606,10.725075,1.8108399,1.1948448,3.3251958,6.7995634,-0.036837578,3.3667223,3.5305445,2.300183,0.46994817,1.0736014,6.610996,0.42656493,0.13823557,1.5879061,6.515534,1.161375,-0.41499043,-0.91599274,6.6278987,1.9252869,-0.4791293,2.8423376,7.1222897,1.1167132,-0.42634273,2.2902055,9.009539,1.3045042,-0.2995572,2.4472585,7.9973006,1.5538007,-0.223418,-0.28653646,6.535911,1.6580932,0.27457643,0.11731005,2.2702644,0.90866137,0.5529444,2.701215
1.8277897,0.4951364,0.8568129,-0.9457194,-0.8821141,-1.1643782,10.917557,3.4606807,2.2899523,5.4908137,11.812878,3.4190893,3.0266855,6.896678,4.1856604,1.2359644,6.6959124,10.578249,2.9601467,3.4069595,9.509304,19.50676,3.9424942,3.9187047,3.099975,16.493755,4.8801737,4.0625925,0.65894884,12.516864,4.2355633,3.8372116,1.9590931,10.7743435,3.7533567,3.441687,3.0777874,11.717182,3.6043334,3.4210227,7.85627,8.167858,2.787121,2.1851225,7.4402714,2.5337875,1.2591088,1.9702946,5.2349205
1.3419596,5.1616673,-0.857592,7.366959,4.6241813,6.2580876,16.507826,14.62993,2.6512606,3.5985389,1.805586,8.087574,3.238025,9.596221,8.63005,4.0850067,-0.7639605,7.053842,9.305419,5.3756976,-7.8468285,16.536203,13.782383,6.8533044,11.624064,13.821347,13.571076,6.647503,12.765273,30.64888,16.02378,6.881275,20.561079,29.993713,15.73254,7.169018,21.982008,31.209747,16.025852,7.4259586,20.432312,23.818575,17.631275,9.046908,18.98815,13.141381,10.567947,10.229627,12.032674
39.67462,14.061127,92.23141,31.911879,20.608604,70.2822,105.49807,26.97005,11.168454,47.200466,80.14348,15.311069,23.396654,61.16416,26.560276,10.717474,56.409054,93.821434,20.859648,12.651215,76.20229,122.1829,28.702158,14.161293,34.6483,114.29734,28.191235,13.514301,51.50735,94.68099,23.664091,14.604046,60.568863,80.71996,21.865088,17.781296,62.73491,79.44216,24.494585,16.84177,52.138073,67.02752,29.604969,21.675303,49.798786,31.278461,24.652884,25.267282,42.765644
6.4228888,-0.714583,39.30047,12.138117,5.212834,29.865719,29.789993,2.7680936,-0.3839157,18.422157,2.3344207,0.12953132,9.660698,0.5674496,-2.216243,-0.27462405,21.377146,6.475677,2.3952627,-0.37523347,17.95185,11.165573,2.0464666,0.14855379,4.9473214,11.38327,4.8928537,-0.044433653,4.647833,1.6929932,-0.042054057,0.29307842,6.1400633,3.017806,1.8507009,1.808202,7.1691413,2.409727,1.9012842,1.2826083,4.16458,4.4364696,6.417245,2.7551734,3.9256105,6.312896,3.6567192,2.524372,4.737714
4.870616,6.0692034,4.3447533,5.3217177,3.398882,9.264759,19.31462,5.4280043,2.2678459,4.7708216,6.0081635,1.8212851,-12.297797,1.1505691,-2.856183,3.930081,1.6936895,6.2398195,0.39593184,1.8652006,9.538717,26.94192,7.058099,1.2854724,-7.4750614,24.339632,5.869536,1.267165,-1.2952298,10.004599,4.465123,1.1448255,-0.8042363,3.1635914,3.689365,0.25820047,-0.55550945,4.32236,4.436357,1.0170287,2.669528,5.761003,-1.4562358,1.2538463,1.0958339,3.076359,1.9627354,0.95827067,-2.0706787
69.66709,46.176777,178.03543,92.23005,57.369984,155.12701,183.80566,73.51698,39.868828,103.83789,87.12711,45.05773,49.45983,72.73989,30.79396,41.014866,100.473305,110.36091,44.283413,41.84148,157.26712,188.80194,82.8031,43.43363,58.33733,185.74841,83.61288,42.444748,70.576416,121.93401,62.980026,43.865486,75.554276,109.65058,64.41396,47.260426,78.20518,106.82381,68.77408,47.02879,66.89639,96.657295,69.77315,55.170868,65.55295,69.12418,62.316677,59.0387,72.41044
2.7425733,-0.4789855,12.231125,2.153008,1.0268786,9.269277,12.645145,1.302014,0.18198103,6.4541607,3.1314778,0.6119337,3.215886,1.817535,1.313469,0.94982386,7.755005,4.2992735,2.0931916,0.32936972,7.2534504,8.848696,0.9103216,0.568594,1.8978256,8.508911,1.6893833,0.53365695,2.3313756,3.5974183,0.48885775,0.6347188,3.7486906,2.1719942,0.9595053,1.1193197,4.3095665,2.088337,0.92685366,0.85560596,3.296307,2.9238844,1.3742659,1.0923296,2.9336705,2.0418644,1.1072696,0.8749851,1.6000781
27.832703,17.016876,123.00913,63.672417,28.355995,102.36799,136.94492,18.772953,5.9288774,30.241678,56.08346,4.3876715,7.2723713,35.434494,13.560511,-3.6755438,32.466084,70.38256,11.365982,2.6962194,63.421665,88.41603,23.450033,2.0945537,-7.127828,74.33073,23.361298,1.1426158,17.466185,65.68555,6.5514174,2.269481,8.960114,60.5168,8.312504,6.0703154,7.3696156,57.578747,14.060263,5.9987597,6.550284,43.524273,41.90466,13.084236,7.5343547,25.871656,18.523222,14.835705,19.330019
11.310521,92.77285,42.428024,192.21176,64.32485,129.95805,207.77138,536.8437,63.583855,-5.8403254,176.76213,100.77383,-6.8577204,172.27303,246.39351,109.4075,-38.06366,192.56699,207.89,75.42576,27.93708,408.1695,553.00116,80.903404,-5.651803,467.95526,541.46936,79.84774,15.668031,299.95505,538.563,79.82037,-12.919457,312.60214,529.893,76.22848,-20.682457,311.2379,538.14185,81.21046,-5.6461916,174.45822,287.41742,86.93189,-1.8281708,97.307816,96.551735,84.2948,33.640156
5.9792104,8.000615,15.226276,7.625111,4.3261003,17.090704,9.239235,9.637357,10.394726,24.008112,-1.3685743,15.615093,17.13013,6.8037515,-0.3228451,10.837749,26.373297,1.6463555,6.9447722,14.26125,24.643114,7.7367134,11.514941,15.900839,23.195126,9.539777,8.190589,16.27749,12.0964,11.377154,8.250266,16.19045,13.585698,8.572302,9.21126,15.257994,14.021194,8.826082,9.883065,14.266138,8.45547,6.6901817,12.020898,11.722105,7.465557,6.4917965,10.502045,10.1491785,3.7147355
139.14293,40.604908,670.48944,136.9653,118.26516,468.66577,725.81885,54.0107,16.214172,371.66678,242.94543,21.345394,136.50179,275.10938,37.094048,-4.6913776,365.8956,397.79916,24.900589,15.320267,471.64102,750.3469,59.069717,20.983492,429.05032,741.4371,62.899654,16.812078,377.92972,697.5251,45.874435,25.8474,623.7679,605.8993,40.99951,50.833553,676.6499,614.6238,50.959232,39.626015,417.4016,494.70123,135.18178,73.656624,383.50882,156.28146,93.514496,105.126144,246.71477
11.714019,0.77338815,40.82759,13.435804,5.489343,30.893118,37.45506,-0.7989092,-0.7226765,13.152624,9.057937,-2.2214208,7.8933673,-0.4315548,-1.0050559,-1.6838632,14.955301,11.855651,0.7932508,-2.3173826,20.417408,20.948755,-1.9035454,-2.666166,4.5946455,21.979816,0.38648736,-2.9993296,6.901848,10.764374,-2.661484,-2.540987,11.431349,8.915718,-1.6773493,-0.8928938,12.759336,8.079327,-1.5812683,-1.1277239,5.615322,8.889372,2.7908208,1.4398371,5.5908713,5.9959702,3.1083157,2.504669,7.2089233
0.441924,2.2562215,5.658931,8.896928,3.1019197,7.5354505,6.4095416,20.747555,0.93573093,1.3337004,4.0581517,3.39286,5.0498633,5.70136,8.950571,3.184027,3.644704,5.480944,9.888817,1.7478608,-1.8376684,4.5436206,20.093134,2.3624368,5.1491833,8.501426,19.942335,2.2358165,3.376769,5.327188,20.523827,2.3740668,1.8228949,6.281254,20.323145,2.7456462,1.1562475,6.108273,20.977892,2.7927232,1.8460292,2.012811,12.597126,3.6415246,1.9266169,4.7713027,4.4120708,3.6731634,2.0714245
