"Dim.1";"Dim.2";"Dim.3";"Dim.4";"Dim.5";"time_step"
-0.927124213701287;0.249701981577884;0.109903611270637;-1.39532181150294;-0.5943980991751;"1"
-3.42558002552275;-0.304057503750377;1.0701791610917;-0.887847333685536;-0.400397120542394;"2"
10.0401985906245;2.40603808656853;0.0355075313119779;-4.68406817348922;0.31693190956961;"5"
3.35712636769177;0.61782170099073;6.95215532238046;0.742642594269618;0.50509960800815;"6"
8.58756162741245;1.22141576424288;0.924558727690236;-3.18865965042218;0.132172620200067;"9"
-0.582427746887938;-1.10658880531588;2.63316119833544;0.216474138030666;0.379132197021104;"10"
-2.31506700550342;2.62029314006846;2.51861910542095;0.795510197232763;-0.362026580601162;"11"
1.60756970127729;6.86141668692136;0.849397869279444;0.862835118786975;1.25895745564558;"12"
1.43983476726135;-1.60734796234466;-1.27026983322714;-1.68445575862006;-0.488843503099164;"13"
-3.40013688329178;-1.08783215536511;-0.629349087232227;-1.5511703580559;-0.831878309313369;"14"
-2.59016659523509;0.638324393405169;1.04314097286519;-1.25150295425667;-0.276403295691759;"15"
1.80184506158486;3.2267298249294;-0.161396777370189;-1.96935957877944;0.754565687180344;"16"
2.07262125404088;-2.18063393906724;-1.58406809237706;-2.46086994491907;-1.0011134865047;"17"
-1.48907161682201;-1.37212544463;1.31605090670187;-0.164282757474558;-0.00742480531654865;"18"
-3.32033730989969;-0.310098087844286;-0.389814298080835;-0.965011147904172;-0.533311483847359;"19"
-0.427918275302567;2.33077069756478;0.0852365374001861;0.49850463417916;0.29627243218096;"20"
4.10989729562703;-0.479066206791575;-0.634650665767371;-0.360204487532611;-2.00888854528309;"21"
-1.89324755540772;-1.5947613091938;1.15470088841839;0.417614836899577;-0.326825085162553;"22"
-2.80330042339958;0.272444879422428;0.24064258845895;-0.106421405970416;-0.356018512853755;"23"
-0.842072471894895;5.93042166884514;-1.4955296790251;3.36115768647199;-5.56585328387399;"24"
8.47245903696208;-2.21293896068427;0.98135578851952;3.48993183209639;-2.78758009399848;"25"
-1.60739643032537;-0.753249626369757;2.80247327649642;-0.620547600750258;0.0175696327554288;"26"
-3.87645216474945;-0.453067378804404;-0.441435235035195;-0.48704330554602;-0.463556350992596;"27"
-2.03068419279245;0.844041645251827;-1.86807399731607;-0.13007478149362;0.575285228808438;"28"
8.10737281399329;-2.88023599410305;-0.9265661407548;3.17104189195623;2.56127610772327;"29"
-0.721451951070374;-2.22390716305534;2.76260716379798;1.3655389359942;1.19128734471658;"30"
-3.13793963462895;0.305135484764095;1.13327510327075;0.505414359471242;0.500814418104051;"31"
-0.312566022864695;1.57952539844075;-2.47178874931814;0.741071623374391;1.91447244416608;"32"
4.49302473670191;-1.96342706050566;-2.34711407932366;1.7517931230825;1.00180715190169;"33"
-3.0353403174164;-1.89502571343988;-1.10286032830116;-0.851831325477222;-0.477760055256471;"34"
-3.35114935313935;1.24224080585488;-0.0740273528109602;0.785882409567396;1.08180088448756;"35"
-0.101000068496389;3.1444501631993;-2.69758024224761;1.73381237362079;3.97835528212089;"36"
2.46823920594915;-2.17399640511629;-1.47105275039981;0.429350481764043;0.670339454591422;"37"
-2.83422036641404;-2.99728179240146;1.08932713190933;0.742042060460155;0.766465847894866;"38"
-3.22153811200615;-0.28621113074993;0.396395052660643;0.795449019645388;0.381304775306281;"39"
-1.56987994167959;0.635724683827713;-1.79434633924657;0.570459780492966;1.16505634114892;"40"
4.8131559744944;-2.11737482509269;-2.05267383322216;1.03916008229803;-2.20463233873012;"41"
-2.16498315900769;-2.05524750113281;0.29424867638383;0.442036593492243;-0.104125588300835;"42"
-3.6219092400395;-0.904544536657396;-0.787289816423082;-0.471237460025763;-0.0583380902599985;"43"
-1.02687068493804;0.158540288018666;-2.25515892976163;0.524359648191302;0.500736108365345;"44"
-4.74107467118381;-1.32601779147813;-1.93789038642313;-1.75217358547238;-1.1003283030932;"47"
