MF102,MF117,MF121,MF1223,MF124,MF13,MF134,MF137,MF141,MF144,MF167,MF179,MF181,MF184,MF191,MF195,MF198,MF2,MF200,MF21,MF257,MF27,MF312,MF370,MF39,MF421,MF439,MF44,MF46,MF465,MF476,MF478,MF5,MF557,MF57,MF59,MF6,MF697,MF7,MF78,MF89,MF9
0.0,18.668615,0.0,0.0,0.0,0.0,23.992058,34.312122,15.860971,32.141174,0.0,7.797496,11.928059,10.141067,0.0,0.0,0.0,0.0,25.233347,0.0,7.230806,10.806576,28.64314,44.417164,2.0442216,0.99170226,2.3765712,16.238457,14.714771,0.0,0.0,0.0,132.11363,7.074006,0.0,2.092453,0.0,0.0,437.19885,14.991482,2.302152,0.0
35.81103,4.734398,8.786488,0.0,15.596623,0.0,26.601242,0.0,24.139898,423.0667,0.0,0.0,22.57674,0.0,17.599987,50.83634,21.289785,0.0,0.0,11.343677,3.531668,33.310955,33.535824,0.0,0.0,0.0,9.094214,40.659416,4.9965463,0.0,0.0,4.3728247,0.0,3.0336292,0.0,8.908377,10.153881,2.3762403,413.00125,9.921325,3.457256,0.0
3.1484034,7.7286005,8.19054,0.0,9.301968,11.504929,0.0,81.85694,5.962405,0.0,3.348894,13.086395,26.36891,0.0,9.347497,32.78545,11.768043,0.0,8.144137,0.0,0.13286363,17.429459,0.5108971,6.91533,0.0,0.0,5.5601654,0.0,8.254268,0.0,0.0,6.778553,0.0,16.233278,5.9204097,0.0,40.35013,2.920579,67.88442,0.0,0.2467225,3.369422
0.0,2.3509269,0.0,0.0,0.0,0.32564744,0.0,83.68585,7.449755,13.047902,0.0,12.509095,19.201998,5.7399073,0.0,19.418978,2.9167175,0.0,18.77524,0.0,3.1359363,6.85083,21.437103,0.0,0.0,5.894205,14.673799,1.8352878,0.0,0.0,0.0,0.0,0.0,3.234359,0.0,0.0,10.705005,1.3032247,10.251265,0.0,9.689192,0.0
0.0,18.942778,0.0,0.0,0.0,0.0,23.05337,32.87386,10.82481,0.0,6.0076957,11.596909,12.654328,11.565431,0.0,0.0,0.0,0.0,25.111818,0.0,0.0,2.7118433,16.821941,46.649944,3.8760855,8.021787,3.332023,14.304592,10.522246,0.0,0.0,0.0,100.405075,6.0442677,0.0,9.473408,0.0,0.0,304.3828,16.297375,3.4619362,0.0
27.045475,4.8092203,5.8662305,0.0,14.474924,1.4332691,36.76804,0.0,26.844336,33.889088,0.0,4.4752297,7.16874,3.3977141,24.622099,100.83404,24.828312,0.0,4.153504,5.8115983,0.0,16.164877,22.475554,0.0,0.0,0.0,6.870144,3.6266482,3.4289188,10.556127,0.0,6.787028,0.0,6.033958,0.0,16.872677,24.845753,4.160019,410.8396,19.261953,2.5139856,5.351789
3.8142827,3.8835487,9.064328,0.0,7.980975,13.366929,0.0,70.34277,8.658722,11.241986,4.4488006,4.716262,25.581053,0.0,10.6142435,26.286383,6.683466,0.0,18.703983,0.0,0.102029786,1.6683556,0.0,24.63037,0.0,0.0,7.5453715,0.0,3.2669141,25.846869,0.0,12.269353,0.0,0.0,3.595831,1.3793883,37.747704,1.8992599,56.788544,0.0,0.07362745,1.6739259
0.0,0.0,0.0,0.0,0.0,0.093973,0.0,56.369953,4.1399593,2.6358314,0.0,5.1509147,6.2949333,3.4589689,0.0,13.32639,2.8390539,0.0,11.283068,0.0,0.0,3.7934208,5.9990506,0.0,0.0,9.162712,7.7433143,0.0,0.0,0.0,0.0,0.20423312,5.968166,0.0,0.0,0.0,1.743639,0.0,20.00226,0.0,0.0,0.0
0.0,15.282274,0.0,0.0,0.0,0.0,23.128225,25.200665,21.01053,0.0,1.8724755,7.951416,17.548756,8.371526,0.0,0.0,0.0,0.0,12.991617,0.0,0.0,4.7371063,20.194899,48.714283,0.72969615,7.009459,0.0,7.79038,11.148697,0.0,0.0,0.0,54.04581,2.7939143,0.0,18.910006,0.0,0.0,310.77493,15.449106,0.0,0.0
52.353565,16.984007,15.028107,0.0,89.01816,22.367353,49.12436,38.39572,32.993015,52.54712,0.0,2.9590595,16.103529,8.212264,95.373505,186.92911,41.789795,0.0,20.943043,14.046355,4.9811735,13.779161,44.716427,46.0079,0.0,0.0,27.962496,4.919364,10.864224,15.233858,0.0,21.549486,7.6286535,9.569785,0.0,15.672489,18.415411,10.052415,938.2184,33.099125,3.4994583,11.625386
