MF102,MF117,MF121,MF1223,MF124,MF13,MF134,MF137,MF141,MF144,MF167,MF179,MF181,MF184,MF191,MF195,MF198,MF2,MF200,MF21,MF257,MF27,MF312,MF370,MF39,MF421,MF439,MF44,MF46,MF465,MF476,MF478,MF5,MF557,MF57,MF59,MF6,MF697,MF7,MF78,MF89,MF9
5.3456535,0.0,10.5350275,6.3059335,22.338526,13.216986,6.6262226,0.0,20.002455,34.498024,0.0,12.929889,57.571953,2.7210946,9.552022,52.325806,12.922845,0.0,33.532417,0.0,9.890529,16.947603,11.8344345,26.304352,0.0,0.0,18.506535,1.298779,9.7689,11.8162155,0.0,9.20991,8.1908245,5.7909303,0.0,6.2949295,0.0,5.19076,96.04485,0.4972305,4.6728673,3.4810297
5.247796,0.0,7.0838647,5.7923408,11.431239,7.0576797,9.909981,0.0,20.547731,42.5781,0.0,17.63706,59.43859,10.205007,5.7927914,52.366245,9.115177,0.0,44.70296,0.0,16.183956,16.76728,28.212742,25.991175,1.2819179,0.0,21.109222,4.035198,5.716253,5.8223934,0.0,8.181512,28.24179,5.3704495,0.0,4.779588,0.0,3.2550876,124.29104,0.0,9.224672,3.9324803
19.699875,0.0,7.6373186,81.858376,22.758436,3.4425046,33.08923,0.0,29.501766,65.42985,0.0,10.444336,33.831562,8.771407,23.526957,49.775635,15.394547,3.1621034,13.438786,5.017942,10.186492,19.313046,28.796955,66.18669,6.1144986,0.0,13.423218,11.031691,17.76863,5.0210056,0.0,8.376915,75.24954,8.4509325,0.0,14.765334,0.0,3.0202591,563.64386,0.0,3.332359,2.7129664
22.216972,0.0,10.962881,95.4454,33.41108,8.614602,36.544807,0.0,34.882484,72.433815,0.0,9.01471,39.848175,6.547267,29.864805,60.12867,20.075727,2.8469973,8.970037,4.7870584,7.7810907,23.147766,23.077538,77.05703,5.5839934,0.0,13.319793,10.853961,23.741968,9.766914,0.0,10.442226,74.0854,9.772746,0.0,17.686884,0.0,4.991387,633.77203,0.0,1.9551376,3.365169
5.359036,0.0,10.555571,6.3132935,22.383322,13.239059,6.634286,0.0,20.042578,34.58134,0.0,12.945467,57.722733,2.728157,9.574364,52.45721,12.93417,0.0,33.636806,0.0,9.925163,16.993622,11.864681,26.372269,0.0,0.0,18.555964,1.3088028,9.798481,11.8478565,0.0,9.235857,8.2149515,5.7977366,0.0,6.3050456,0.0,5.2041826,96.24103,0.49705642,4.684156,3.4825878
5.226446,0.0,7.083249,5.657092,11.416377,7.0644546,9.867835,0.0,20.569138,42.64003,0.0,17.680925,59.607746,10.208112,5.7800236,52.495255,9.100621,0.0,44.894886,0.0,16.22836,16.827263,28.290432,25.913204,1.2839586,0.0,21.158075,4.038196,5.714067,5.8322716,0.0,8.187266,28.185614,5.3676457,0.0,4.768916,0.0,3.283222,123.54808,0.0,9.26431,3.9290714
15.687453,0.0,6.2677565,63.49486,16.860031,3.096215,26.86886,0.0,24.472692,53.986076,0.0,10.154604,30.106945,7.9098516,18.274363,41.115707,12.1465645,2.8647332,14.599511,4.07843,9.856997,15.652888,26.051258,53.64044,5.436677,0.0,12.686474,9.408812,13.507388,3.8718235,0.0,7.1219697,63.639683,7.0990467,0.0,11.685744,0.0,2.2737157,451.625,0.0,3.32311,2.4774256
23.306654,0.0,11.015638,100.975395,33.947735,7.9899793,38.41945,0.0,36.029716,75.49816,0.0,9.061416,39.521294,7.099536,30.939234,61.441578,20.516054,3.1860557,8.584441,5.334974,8.284436,23.98464,24.790049,79.814445,5.892837,0.0,13.20504,11.437589,24.487703,9.455168,0.0,10.507019,78.41385,10.142106,0.0,18.298779,0.0,5.017578,666.31067,0.0,2.1673832,3.271299
5.0843444,0.0,10.288885,4.944255,22.00123,13.002699,6.184596,0.0,19.818542,34.69227,0.0,13.247113,58.188095,2.9089918,9.0019,52.818188,12.706768,0.0,34.950348,0.0,10.419367,17.268726,12.631174,25.237743,0.0,0.0,18.886839,1.2086011,9.459466,11.377641,0.0,8.970213,7.912583,5.952367,0.0,6.3422656,0.0,5.0097303,88.88298,0.854705,5.196755,3.3988812
3.3727286,0.0,6.239142,0.0,9.451214,6.6901026,7.089541,0.0,18.754599,40.120323,0.0,17.918364,58.00766,9.478657,4.452052,50.17009,7.8401356,0.0,46.84969,0.0,16.054493,16.850103,28.099575,19.045015,0.9565476,0.0,20.325703,3.2926774,4.090764,5.0682883,0.0,7.426709,23.411722,5.0046067,0.0,3.784774,0.0,3.8592753,80.92975,0.0,9.677656,3.5286016
14.367228,0.0,5.850195,57.17063,14.818381,2.7517307,24.944845,0.0,23.198214,51.154964,0.0,10.579394,30.184303,8.019442,16.45268,39.424377,11.151682,2.7378101,16.34981,3.7952979,10.208076,14.860605,26.2657,49.64642,5.37634,0.0,12.757712,8.998898,12.040669,3.3349712,0.0,6.783329,60.586617,6.6924405,0.0,10.753318,0.0,1.8945798,415.8176,0.0,3.7275376,2.4308887
22.997734,0.0,10.832934,99.73162,33.275494,7.6852927,37.966267,0.0,35.4762,74.51503,0.0,9.033495,38.7304,7.0349717,30.452282,60.42751,20.205,3.1704764,8.473689,5.30204,8.2261305,23.627613,24.688066,78.666565,5.8752017,0.0,12.9763975,11.293577,24.077616,9.228761,0.0,10.335016,77.64221,10.021692,0.0,18.02623,0.0,4.900559,658.21,0.0,2.1658578,3.2090626
5.020939,0.0,10.17251,4.8342304,21.813112,12.886265,6.115486,0.0,19.614529,34.305016,0.0,13.133916,57.53192,2.8625803,8.913338,52.25124,12.634833,0.0,34.550716,0.0,10.290126,17.086681,12.488155,24.921297,0.0,0.0,18.696321,1.1745164,9.346392,11.256619,0.0,8.868754,7.6989017,5.9213614,0.0,6.280085,0.0,4.9595146,87.643684,0.8786008,5.1506243,3.3639543
4.6019344,0.0,6.877215,3.1746275,10.913694,7.0250387,8.867195,0.0,20.319843,42.721718,0.0,18.109022,60.69654,10.153441,5.262492,52.974648,8.790439,0.0,46.963905,0.0,16.67714,17.380186,28.871845,23.556656,1.2434856,0.0,21.343395,3.8254735,5.2304635,5.664519,0.0,8.00535,26.617102,5.326594,0.0,4.4658213,0.0,3.5409617,107.41651,0.0,9.707878,3.8198862
