"step";"MF102";"MF117";"MF121";"MF124";"MF13";"MF134";"MF137";"MF141";"MF144";"MF167";"MF179";"MF181";"MF184";"MF191";"MF195";"MF198";"MF200";"MF21";"MF257";"MF27";"MF312";"MF370";"MF39";"MF421";"MF439";"MF44";"MF46";"MF465";"MF476";"MF478";"MF5";"MF557";"MF57";"MF59";"MF6";"MF7";"MF78";"MF89";"MF9"
7;23.6072821433471;13.9823292616951;12.6173258895788;9.4367587401161;4.63043494076279;26.4523456649939;39.6015099352983;32.2600803471107;41.064758322299;3.38542515674338;7.8470195950011;42.0683428159094;7.84050721395293;97.2469392854384;77.6903801936241;12.8339854223539;16.3528568078655;3.21365458250248;7.57880530192465;20.9889570277359;69.2409688138465;64.8918014348303;18.6229697189438;2.40088750279924;9.62448058936919;4.84501882106626;49.9287585821929;3.6199828145063;4.80516006166541;6.13926275618572;138.481929530004;6.5920701573774;1.8171545474507;53.9783777202462;23.9738933740764;1015.89637092476;61.9783040380021;3.47828973825194;7.61167107213973
8;3.05816213269662;11.6945204522501;20.3888676792319;15.2740735266995;4.63043494076279;10.8591025506179;89.6748410380996;24.825316782185;41.064758322299;4.65809233884184;8.43518713454875;67.2667538047206;4.21033920197335;23.2181052817183;52.1183618869143;8.11534925590325;16.3528568078655;0;7.57880530192465;25.0597592448937;8.85190860576598;59.2065683744806;0;2.03896083984077;10.8755812070906;4.84501882106626;25.7877757452088;3.76977205607151;0;6.13926275618572;7.71992787495942;5.81905207612544;2.38984219088887;3.00267312003884;23.9738933740764;114.179617008951;0;3.47828973825194;4.68305289403211
9;4.17330981955938e-09;10.0118632506075;15.4622369539656;3.61085220180724;4.63043494076279;4.74521018905757;113.650192642281;23.0037812504978;41.064758322299;2.17231680533454;10.5810184604263;61.0491658687008;11.7734480454943;0;54.3293358401484;0;16.3528568078655;0;7.57880530192465;23.473043424264;11.4714395714066;4.48063872093275;0;2.93073891766462;10.8117194266672;4.84501882106626;6.79403488479182;3.37285893138509;0;6.13926275618572;8.5625673084956;0.519795210698659;1.8952702487701;1.09734253928148;23.9738933740764;9.07568579807566;3.33000000166666;3.47828973825194;6.02937224882839
10;3.02727302098289;12.0908469553865;0;0;4.63043494076279;27.5971504821586;51.6498886785836;26.0079496738389;41.064758322299;6.43977206565095;7.70978364882486;37.9832697928141;22.1511117432062;6.21449189605082;14.5059314472602;2.25141676923992;16.3528568078655;3.02727303195779;7.57880530192465;19.8146883278743;23.2336397826774;103.536228861704;0;3.22939008871381;9.08377030555321;4.84501882106626;35.3549891724178;3.53726528851053;0;6.13926275618572;140.894375205412;5.72105020400711;3.92588609800893;1.05873579010506;23.9738933740764;376.373499778535;15.4429348868466;3.47828973825194;4.94662344811363
11;25.6855618774871;18.8009886092712;20.8900718102695;9.44620494028731;4.63043494076279;34.5029992591431;47.0388898961175;47.3165791248505;41.064758322299;2.7303150343788;10.8250954903445;45.2730567207558;6.71798382981003;92.5735127771984;86.4861590103085;13.9671064683512;16.3528568078655;3.23087799573162;7.57880530192465;19.8828400753645;67.7257215048253;17.5862569751256;18.6416113209756;4.52058535374906;8.47540633848091;4.84501882106626;39.784840926445;4.1113988288655;21.1264417310925;6.13926275618572;117.361320101625;5.1452619776126;3.979273185502;54.0324101033711;23.9738933740764;1016.91328369926;62.0403443514346;3.47828973825194;5.34409448085827
12;4.37986750096929;11.3314489817725;13.1926623858596;15.2893628819279;4.63043494076279;10.0199599365792;97.94485178872;21.4917015258152;41.064758322299;4.53627251995202;5.78195379589121;94.2439004774467;3.33350267591333;21.3565081396316;49.2714767586069;8.46658326398151;16.3528568078655;0;7.57880530192465;25.053900918313;2.15444976750763;14.4685532536767;0;0;2.46978688060042;4.84501882106626;9.11423924278625;5.04220217809655;1.35174783273975;6.13926275618572;2.0421641381306;3.72601242439255;7.27352402744797;3.00567879725011;23.9738933740764;114.293910862939;0;3.47828973825194;4.98038044930483
13;0;5.83768805416532;0;3.61446666667409;4.63043494076279;1.36961622881308;129.873901105695;15.1645423986526;41.064758322299;4.48209202000626;6.16323577818364;17.7564871112695;7.39737567266027;0;46.0849025474137;0.429916254531451;16.3528568078655;0;7.57880530192465;12.6739001898626;13.7165029697563;0;0;5.01087373969164;7.45994623680537;4.84501882106626;2.70331793931095;2.52469243285328;0;6.13926275618572;3.46212945150289;1.48107390095127;0.270560024955048;1.0984409797167;23.9738933740764;9.08477056409407;3.33333333334769;3.47828973825194;4.43793728394878
14;3.5312402382635;12.6254279665477;7.86126686150207;0;4.63043494076279;20.8973890667891;61.314277462727;25.5996128810112;41.064758322299;5.41630626552184;6.65633567913975;27.310546319036;16.1951735142065;5.81021841619447;15.8413928242765;2.99782815942757;16.3528568078655;3.0456484596635;7.57880530192465;16.9542805964879;26.1479538125722;75.7884630753854;0;2.79068880784939;5.07810602107584;4.84501882106626;41.2887852941434;3.56203316628537;0;6.13926275618572;124.914248953422;7.39068783089866;5.11312326213811;1.05979558516488;23.9738933740764;376.750249839668;15.4583932723842;3.47828973825194;5.53059740315041
15;25.9241953420639;10.6148590143148;1.13609933976309;20.1292679913333;4.63043494076279;30.3217474820912;52.0591896791998;46.1300669886287;41.064758322299;1.3642679491666;7.93863915778997;25.5330767867169;5.25024913004854;50.4710598368265;105.996574430284;19.6151720180394;16.3528568078655;3.38650529091037;7.57880530192465;20.605039088943;48.9564428324467;0;11.2725433686716;2.33093910227424;3.42511025142178;4.84501882106626;41.3594410550384;4.31361376062484;17.6919106239902;6.13926275618572;70.6426888351306;4.57363209620954;0;45.2485342266667;23.9738933740764;1189.75147456667;38.521224456;3.47828973825194;8.56366230373493
16;3.82475356880738;10.0839182498145;0;17.3516201632098;4.63043494076279;6.68860828427008;73.6293199903221;23.7602863636532;41.064758322299;6.6090860406546;7.69682140639313;38.8739412309882;1.97900220018519;5.80323273925926;36.4963943015907;10.1058453236263;16.3528568078655;0;7.57880530192465;16.2098591339538;0;8.62757801086916;0;1.95927052787738;0.935979507280579;4.84501882106626;1.67994652674817;2.95983254991745;0.887492017205329;6.13926275618572;0;3.54442443740489;0;22.327402676399;23.9738933740764;51.1268962963333;0;3.47828973825194;0
17;0;5.87459573476095;6.94310468468133;1.89276262800598;4.63043494076279;1.76365008783362;89.8414904495988;23.6295886858952;41.064758322299;4.13104273073949;6.48048175045848;18.0615980398946;4.71377116468749;0;19.4047456759907;2.58239520134028;16.3528568078655;0;7.57880530192465;16.6787009409417;21.6645065281909;0;3.125;2.84890872773318;3.61562160707374;4.84501882106626;7.72568127902805;2.75274540880804;0;6.13926275618572;1.00774585553613;4.24629266931458;0.202661863039531;0;23.9738933740764;9.85377046666667;0;3.47828973825194;2.29003422407529
18;5.30804340318548;14.7196702656968;0.139474360244719;0;4.63043494076279;22.2485425003396;21.4428622559394;32.3827301574601;41.064758322299;0;5.57680828953256;18.6890388503461;12.5051595874919;2.28900304166256;18.0562168461764;6.61746868237242;16.3528568078655;3.00680639412984;7.57880530192465;21.2595972002457;20.7862336123038;45.59422887286;0;1.1638181418899;1.64706468628656;4.84501882106626;13.1800510744635;2.43401214425518;0;6.13926275618572;96.0117190048253;6.90498500331304;4.1037183368662;0;23.9738933740764;453.81953725;16.7661988724103;3.47828973825194;3.40572463490921
19;30.5521161442563;8.12178510812426;3.72383286226034;20.527969137;4.63043494076279;32.2437738430953;20.6249609817697;32.4045703088129;41.064758322299;1.48973328024242;10.4199463766216;19.4070355172371;4.73075001609993;14.8575163939357;63.0633683588515;19.1060191664162;16.3528568078655;4.95465756163205;7.57880530192465;14.758078356942;29.6959605072026;35.448766799595;4.45144087046506;3.31963565154351;3.03813444037716;4.84501882106625;14.2572777723229;2.19890064398905;18.5922393455055;6.13926275618572;44.1232343138277;4.84938759502817;1.09389153330556;36.2075448156667;23.9738933740764;339.925210766667;10.4325533437579;3.47828973825194;2.62370973900934
