"Hill.0";"Hill.1";"Hill.2";"forecasted_step"
30;17.7359149144199;12.5573342015396;41
24;11.4563507445069;7.14162022566629;42
26;5.08442776413443;2.54853681154356;43
30;11.5319583725356;5.24872583190189;44
23;12.3992091245577;9.92537334599925;45
22;12.1825274573473;8.01401542802033;46
26;7.01508597613206;3.39929726081589;47
32;9.43053975331367;3.84295854760966;48
30;17.6820992660443;12.5123795934063;49
24;11.4367992601675;7.13429358975527;50
26;5.08462352722857;2.54832079870432;51
30;11.5310092075614;5.24835152572158;52
23;12.3985376421256;9.92478283602864;53
22;12.1832624667206;8.01430664589182;54
26;7.01580353169389;3.39964602921447;55
32;9.42985017173084;3.84266912469931;56
30;17.683365846536;12.5130659554564;57
24;11.4365089158233;7.13392925900112;58
26;5.08463383721869;2.54828996242014;59
30;11.5309868870699;5.2484020834914;60
23;12.3978813013395;9.92422607147179;61
22;12.1842176008567;8.01470958690099;62
26;7.01634282285958;3.39987794689854;63
32;9.42899543514804;3.84232994590794;64
30;17.6842012163228;12.5134035635706;65
24;11.4360681063736;7.13352286033435;66
26;5.0846522793981;2.54826006406491;67
30;11.5309609441836;5.24844933464709;68
23;12.3972590974692;9.92369267183036;69
22;12.1851084593519;8.01510033137165;70
26;7.01688342377926;3.40011060332674;71
32;9.42813805332481;3.84198915523579;72
30;17.6850807443176;12.5137889630515;73
24;11.4356660390446;7.13314387422258;74
26;5.08467553394284;2.54823202863946;75
30;11.5309386940604;5.24849748756686;76
23;12.3966706328046;9.92318225737156;77
22;12.1859446833327;8.01548126905614;78
26;7.01742147043169;3.40034123392436;79
32;9.42727856398505;3.84164779535903;80
