"Hill.0";"Hill.1";"Hill.2";"forecasted_step"
30;17.3214289389487;12.125862026939;41
23;10.4899970532102;6.46060914302208;42
27;5.14388225771711;2.55787615601918;43
30;11.3240801987678;5.17465266703857;44
23;11.8416064814168;9.13362222748264;45
22;11.3303089144073;7.42976758098577;46
31;6.13549184463491;2.57233578022516;47
33;8.94973937489404;3.75836756718473;48
27;16.2265966949225;11.2903154894573;49
22;10.2952050774862;6.42155690712042;50
27;5.16971810507045;2.56538234257783;51
30;11.36116909154;5.18601510835145;52
25;11.7924000275892;9.03199078669895;53
22;11.8361058378611;7.75197226170768;54
31;6.49706473444554;2.70066770734483;55
33;8.94491053158947;3.75698020516361;56
27;16.2189993734281;11.3127765024791;57
22;10.2983720642407;6.42333230003095;58
27;5.17050021532569;2.56562918114426;59
30;11.3612363845248;5.18597062021508;60
24;11.7920273658819;9.03114802657833;61
22;11.8399587159067;7.75817153676537;62
31;6.52833275381756;2.71309497855508;63
33;8.94550008767738;3.75728387765346;64
28;16.2211331918648;11.3191278936689;65
22;10.3000710197167;6.42468337856528;66
27;5.17093486327835;2.56579998495327;67
30;11.3608816423233;5.1859186547429;68
24;11.7931065182908;9.0318402673408;69
22;11.8415411866685;7.7603044070522;70
31;6.53178181319319;2.71427889788355;71
33;8.94579560832905;3.75747285205338;72
28;16.2213871900158;11.320793441265;73
22;10.30131829615;6.42583952571374;74
27;5.17124025769442;2.56593170612629;75
30;11.3604090644116;5.18584626859154;76
24;11.7940922408826;9.03264815524049;77
22;11.8425063852537;7.76148507234672;78
31;6.5300937548678;2.71339907521881;79
33;8.94596681668519;3.75761600546372;80
