"Hill.0";"Hill.1";"Hill.2";"forecasted_step"
29;16.4725976241866;11.2694703985905;41
23;10.5717621593325;6.65877376616765;42
26;4.88374514414648;2.49240415366943;43
30;11.4600059151212;5.22079938529899;44
23;12.3901677212836;9.92194193636734;45
20;11.156307949141;7.17650083449406;46
26;6.37087355560828;3.00362056453335;47
33;9.43862714220096;3.87178424169082;48
28;16.1825379143379;11.0577437892349;49
24;10.5602980998595;6.65959533494294;50
26;4.88114568541391;2.49166791168135;51
30;11.4535939903828;5.21876798946936;52
23;12.4100493122303;9.93849669883771;53
20;11.1594265540282;7.16837981473686;54
26;6.42354443480424;3.03306417134828;55
33;9.51734329364385;3.90251278542466;56
28;16.2399754742798;11.1108220188141;57
24;10.5706353197416;6.66136119033136;58
26;4.87758724842737;2.49033541797191;59
30;11.4489777712455;5.21738798790201;60
23;12.4224113990598;9.9492953117642;61
20;11.1598732902535;7.16043203335342;62
26;6.4700677450472;3.05699294066735;63
33;9.58401856678167;3.92990085925784;64
29;16.305358709375;11.1641428961911;65
24;10.5779541059265;6.66219947548011;66
26;4.87478935257598;2.48924294788956;67
30;11.4462793130345;5.21661972693879;68
23;12.4291993626179;9.95540065087428;69
20;11.1586851061478;7.15380302772132;70
26;6.50269797159501;3.07168417030774;71
33;9.62934399251676;3.95049285919398;72
29;16.3538738895643;11.2048561123362;73
24;10.5821511633661;6.66233086417489;74
26;4.872734952904;2.48839125485459;75
30;11.4449891159806;5.21628113633636;76
23;12.4325261373426;9.95839361919924;77
20;11.1569464194237;7.14899661556075;78
26;6.52016147837981;3.07677264179194;79
33;9.65500031952765;3.96340478928432;80
