"Hill.0";"Hill.1";"Hill.2";"forecasted_step"
30;17.6442636890597;12.4786546814515;41
24;11.4394763997951;7.13290885005696;42
27;5.14319045917773;2.55799840160318;43
31;11.7346359780893;5.29552114519686;44
23;12.4167963947108;9.92859547369673;45
21;11.8858336220902;7.90612604536939;46
26;7.35816717860138;3.52653451214968;47
33;9.74800748018952;3.91812942385556;48
30;17.6057818487713;12.4467167625789;49
24;11.4249712492044;7.12793080639299;50
27;5.14314125260435;2.55786243058449;51
31;11.7340507553176;5.29530546587639;52
23;12.4165121190054;9.9283079337608;53
21;11.8862345853355;7.90629882136922;54
26;7.35863319003889;3.52678862785424;55
33;9.7476960311421;3.91799957679971;56
30;17.6071084044251;12.4477704106816;57
24;11.4248759441023;7.12773252325849;58
27;5.14315023990922;2.55783884607146;59
31;11.734035437015;5.29533732144599;60
23;12.416215784507;9.92802773298386;61
21;11.8867543447977;7.90654649305958;62
26;7.35901252422535;3.52698034355849;63
33;9.74727585523661;3.91783748010229;64
30;17.6081090121426;12.4485487723515;65
24;11.4247023608665;7.12752091150572;66
27;5.14316745890483;2.55781790245418;67
31;11.7340226798894;5.29536996487097;68
23;12.4159351981385;9.92775592472742;69
21;11.8872447030579;7.90679736102602;70
26;7.35940291387262;3.52717746391435;71
33;9.746855953708;3.91767485426818;72
30;17.6090958493355;12.4493095362437;73
24;11.4245579241317;7.12733054807106;74
27;5.14318985549342;2.55779911845373;75
31;11.7340160020237;5.29540466107777;76
23;12.4156710454491;9.9274941472535;77
21;11.8877075761336;7.90704737428175;78
26;7.35979168909872;3.52737113967412;79
33;9.74643072207221;3.9175109361552;80
