"Hill.0";"Hill.1";"Hill.2";"forecasted_step"
29;16.8738518629272;11.869562530272;41
23;11.1643980686746;7.06510106722324;42
26;5.04978597889426;2.5441305813374;43
30;11.2486343072964;5.13348910415131;44
23;12.2504860226764;9.83842345711614;45
20;11.6743510861797;7.76787667873497;46
26;7.11254779962463;3.36184446343371;47
32;9.05003652903595;3.7141445091464;48
29;16.7305744351296;11.7674933796233;49
24;11.1429866369637;7.06006702735545;50
26;5.05023420458113;2.54440800743832;51
30;11.2483318547559;5.13347139181291;52
23;12.2525249304007;9.8395877534007;53
20;11.675413625335;7.76878970015308;54
26;7.12289398393597;3.36800636616147;55
32;9.05443873288248;3.71566953234634;56
29;16.7473514834726;11.779760100137;57
24;11.1443586657921;7.06018825124236;58
26;5.05017446991222;2.54424990607238;59
30;11.247905689849;5.13343255641477;60
23;12.25449925744;9.8407391461384;61
20;11.6764376346231;7.76970587227416;62
26;7.13330338164095;3.37422558507017;63
32;9.05859434146766;3.71718819154223;64
29;16.7645036065042;11.7923824413704;65
24;11.1457244040134;7.06030046867883;66
26;5.05012353708982;2.54409680751619;67
30;11.2474938343228;5.13339826966593;68
23;12.2563657458169;9.84182399065849;69
20;11.6774443499611;7.77063223360254;70
26;7.14373346731992;3.38050162552406;71
32;9.06254616030209;3.71873845358674;72
29;16.7821328023814;11.8054450939716;73
24;11.1471166285421;7.06041659614252;74
26;5.05007406740225;2.54394554139295;75
30;11.2470903803926;5.13336479312917;76
23;12.2581648218442;9.84287004564379;77
20;11.6784391489245;7.77156061898351;78
26;7.15409483889284;3.3867650634607;79
32;9.06628442892037;3.72034337657672;80
