"Hill.0";"Hill.1";"Hill.2";"forecasted_step"
25;14.0370364716608;10.4730049933103;41
22;10.945808974327;6.9472692415315;42
24;8.98521976223346;4.8832176800611;43
30;7.29141982458826;2.98193919892139;44
31;17.5787336320132;12.2520610292218;45
18;7.88625796103328;4.2801553278594;46
27;8.57902687842981;3.94432191834914;47
30;12.691631848272;5.81487321587665;48
21;13.5430456209266;10.7793101933514;49
19;10.8857038052079;7.51133941067458;50
24;7.41916529152536;3.71280225506443;51
29;9.0776706967469;4.83096031273937;52
25;14.6560212375425;10.0114517222096;53
22;12.0946389373237;7.47761989628929;54
27;10.0820447360125;5.03874477702774;55
31;11.033827182561;4.86950728737173;56
26;14.7568759629823;10.4795051945197;57
22;10.3819476333687;6.00231626162154;58
25;8.85271555732465;4.03060026072395;59
28;8.68884988528679;4.09180493096621;60
24;14.2905029353435;9.70590118208223;61
24;11.0719110061769;6.88443754327734;62
30;5.54151478127888;2.3888521553469;63
32;8.72025504888931;3.66815726007373;64
27;16.1633817518679;11.2853958219674;65
23;10.6524503909145;6.79458539221227;66
26;4.84620272018006;2.48456499602723;67
31;11.1913270690809;5.09019106231253;68
22;11.544313468283;8.94648514755409;69
20;11.13383980746;7.04532469250829;70
27;5.85618668259288;2.64687572986595;71
33;8.84092705725739;3.69291922780913;72
28;16.2875585207028;11.3925323405683;73
23;10.68159118663;6.80844955076573;74
26;4.85096341936976;2.48688045050156;75
31;11.1920514123914;5.09092405853415;76
22;11.5494933852978;8.94954391476005;77
20;11.1344254704213;7.04998890477546;78
27;5.86269221773634;2.64743305387406;79
33;8.84604567741973;3.69523727221103;80
