"Hill.0";"Hill.1";"Hill.2";"forecasted_step"
29;16.9296420484467;11.7236037198558;41
24;11.2871545356213;7.11163745706773;42
27;5.46249813369553;2.68486266728401;43
31;12.4088857275899;5.97809978374145;44
23;12.4574515433014;9.89142807564165;45
21;12.1005863722598;7.90405157938155;46
27;6.55440954913273;3.02994196195134;47
34;10.0633516651593;4.3684615362504;48
29;16.933112868531;11.73152069736;49
25;11.29081577096;7.11376079221851;50
27;5.46366431138157;2.68520456327188;51
31;12.4083582908618;5.97845427446585;52
23;12.4606520777294;9.89321952903014;53
21;12.104594468653;7.90666578208311;54
27;6.57254750236603;3.04117633655383;55
34;10.0692750372386;4.37019780257916;56
29;16.9414455352974;11.7412074548132;57
25;11.2977728176532;7.1159080247487;58
27;5.46461261238658;2.68543064134662;59
31;12.4075985543631;5.9786385030806;60
23;12.463383988544;9.89480553722262;61
21;12.1078983820683;7.9088754909125;62
27;6.59070444368326;3.05243310223117;63
34;10.0748792576263;4.3717961841412;64
29;16.9501255986391;11.7509959413302;65
25;11.303413213684;7.11784878556925;66
27;5.46541603694788;2.68557839635457;67
31;12.4066885001572;5.9787019169305;68
23;12.4656640446482;9.89615892142723;69
21;12.1106695563595;7.91077830363906;70
27;6.60905768561163;3.06380878593016;71
34;10.0802399010407;4.37328362435572;72
29;16.9591758187807;11.7609471204139;73
25;11.3080498751548;7.11942526583853;74
27;5.46609949437029;2.68566119415783;75
31;12.4056584743198;5.97866952335947;76
23;12.4675721207705;9.89734307250899;77
21;12.1130437739664;7.91245300201384;78
27;6.62777157102646;3.07538829346061;79
34;10.0854179140362;4.3746826509594;80
