"Hill.0";"Hill.1";"Hill.2";"forecasted_step"
26;15.4501933149492;12.0797097031332;41
20;10.8947059845868;7.59235351000066;42
25;7.85937566591951;3.8855324391836;43
30;9.56287063976624;5.01204437203194;44
25;15.1809218419574;10.2746607654261;45
21;12.805585376816;7.93405047418805;46
27;10.5499721443835;5.21317340757595;47
32;11.735971796431;5.12847374334708;48
27;15.5129909264734;10.8981782866837;49
20;10.9741278801048;6.33033520375524;50
26;9.49595906131765;4.27287420991643;51
29;9.19582292643622;4.2624674425163;52
25;14.9968601895072;10.0806045185326;53
23;11.1595570489297;6.92688766959926;54
30;5.85495061070669;2.47543142599793;55
33;9.20306870952663;3.80560797032935;56
28;16.7656934683285;11.5878978715469;57
23;11.2603782650668;7.10096321417777;58
27;5.12757529764508;2.56832667151211;59
32;11.7829541739303;5.29326810527029;60
23;12.4811817262604;9.95642098282716;61
21;12.107268325411;7.90456725870542;62
28;6.5164256918375;2.97740262711939;63
34;9.37301880872658;3.8077300721075;64
29;16.9147355609523;11.7049102849743;65
24;11.2760022694151;7.10483504631817;66
27;5.1308154668582;2.57049140157587;67
32;11.7867289803587;5.29552833814173;68
23;12.4876772629443;9.96017198461243;69
21;12.1120097387183;7.90875168187598;70
28;6.53345069893705;2.98684838337457;71
34;9.38138550608748;3.81058562914855;72
29;16.9223038941484;11.7145065227097;73
24;11.2818878328151;7.1084866444905;74
27;5.13233422886457;2.57094023811498;75
32;11.7859924769653;5.2961981394505;76
23;12.4931035381554;9.96336085001014;77
21;12.1152467865676;7.91191212430914;78
28;6.54951367849895;2.99640072260282;79
34;9.38866070594104;3.81299587174395;80
