value
0.9918137
0.9879724
0.9833223
0.9780583
0.97140926
0.96296036
0.9524248
0.9384883
0.9224361
0.90333986
0.8814247
0.8565697
0.8295895
0.8008318
0.77098376
0.74529386
0.71932995
0.69718087
0.67519236
0.6564486
0.6419312
0.62752855
0.6162916
0.60511965
0.5940297
0.58302283
0.5781243
0.5767115
0.57533914
0.57692766
0.5756408
0.57436025
0.5760473
0.5748409
0.5736361
0.575407
0.57426876
0.5731293
0.57173693
0.57356334
0.5725019
0.57444376
0.5734495
0.572476
0.5715406
0.57361794
0.5729006
0.57018554
0.57063675
0.5694652
0.56879747
0.5708162
0.56371486
0.5697139
0.5678146
0.5670326
0.56616944
0.56485945
0.5675113
0.5635563
0.5673449
0.56300306
0.5657755
0.5608709
0.56416905
0.56739736
0.56643546
0.5657272
0.5670282
0.5698432
0.5651064
0.5693824
0.56930614
0.5696068
0.568939
0.56485856
0.5648756
0.56983113
0.56800085
0.56795603
0.56758946
0.5677326
0.5759119
0.56335187
0.5738567
0.5636469
0.57310796
0.5637838
0.5639435
0.5651295
0.5761651
0.5663484
0.57376504
0.5639795
0.5640598
0.5719173
0.5664123
0.57855654
0.57730615
0.56919104
0.56768125
0.56858706
0.5708771
0.56821734
0.5683824
0.57248485
0.5693954
0.5622623
0.568687
0.5719217
0.5651259
0.5716671
0.57477975
0.5721061
0.5638896
0.57277924
0.5634123
0.5697413
0.5694072
0.56419134
0.571108
0.56795806
0.5704848
0.5711807
0.57872397
0.5733025
0.5981621
0.5934919
0.580089
0.5774934
0.5767641
0.57462764
0.5692936
0.5742897
0.5819092
0.5762583
0.5781242
0.57689345
0.5767846
0.5751377
0.5747304
0.5699624
0.5679581
0.5705118
0.5663457
0.57538295
0.5657174
0.5702553
0.5715526
0.5814651
0.5721607
0.5724968
0.57095444
0.54513407
0.57131296
0.5693121
0.5685299
0.5683979
0.5702429
0.5639223
0.57505155
0.5742062
0.56832176
0.56627315
0.5676563
0.5684918
0.56892
0.57283413
0.56868714
0.56930447
0.5684545
0.5692811
0.5609901
0.56067
0.56949794
0.5707098
0.5717821
0.54925096
0.5578077
0.5544286
0.56171453
0.55735683
0.56153345
0.5590818
0.5598628
0.5669346
0.5581892
0.5692513
0.5660136
0.56881285
0.56434965
0.57023305
0.5679899
0.5641938
0.5550698
0.56203365
0.5629853
0.5592419
0.56975764
0.56615806
0.564626
0.57225204
0.56225127
