MF102,MF117,MF121,MF124,MF13,MF134,MF137,MF141,MF144,MF167,MF179,MF181,MF184,MF191,MF195,MF198,MF200,MF21,MF257,MF27,MF312,MF370,MF39,MF421,MF439,MF44,MF46,MF465,MF476,MF478,MF5,MF557,MF57,MF59,MF6,MF7,MF78,MF89,MF9
0.0,10.926522,36.71013,15.262736,4.274229,10.9430895,90.23982,17.316187,32.751606,9.655775,17.203642,129.99228,4.2304187,23.057802,52.01971,8.095558,30.16154,0.0,0.0,34.514706,8.929641,59.510933,0.0,0.0,14.042519,0.0,7.5313187,8.880042,0.0,21.87983,0.0,0.0,0.0,0.0,116.84447,114.19292,0.0,0.0,1.251079
0.0,1.1773361,0.0,0.0,0.0,4.7463713,114.026436,0.0,6.822926,0.0,10.634007,37.078987,11.806525,0.0,54.51874,0.0,53.94934,0.0,10.526377,6.4928317,11.494212,4.6719346,0.0,2.2295702,6.5984178,0.0,0.0,0.0,0.0,5.703128,0.0,0.0,0.0,0.0,6.7093854,9.12572,0.0,6.6270533,8.378678
0.0,13.980558,0.0,0.0,0.0,27.121288,51.99126,24.87461,0.0,7.297024,16.857496,31.430798,22.282475,0.0,0.0,2.48802,21.394613,0.0,6.1203213,16.729097,23.705479,103.92084,0.0,0.0,0.0,0.0,33.233265,0.0,0.0,0.0,140.5579,0.0,3.5857234,0.0,0.0,376.59073,15.177305,0.009948529,2.0290377
29.869938,15.784012,9.733341,21.891283,8.988854,41.032803,56.467186,65.388725,78.93054,0.0,5.8237977,25.697958,5.6295047,61.377003,124.374565,28.576986,0.0,6.3692403,20.573814,25.818914,50.54719,19.30223,0.0,0.0,4.058581,9.937684,45.67913,0.0,40.15655,2.2244456,34.997623,0.0,0.0,41.116474,43.642,1187.7892,39.220078,1.0703994,6.7068315
3.5811658,8.701673,7.412932,17.642706,3.7432513,3.5547378,100.029274,21.633305,41.812386,7.2665606,1.220073,47.913906,3.1802733,9.660232,36.689163,11.641387,18.14415,0.0,6.3020597,11.518239,7.224544,24.968967,0.0,1.8902092,7.940985,0.0,7.381193,3.1699805,3.2392027,3.7785087,0.0,0.0,12.648168,22.372885,34.791588,51.372936,0.0,0.0,6.347558
0.0,1.2313204,0.0,0.0,0.0,2.4006646,148.92038,21.554375,16.521223,0.021051213,3.0179741,19.922607,0.0,0.0,9.570496,0.0,12.166542,0.0,37.9169,15.582803,20.283833,0.0,0.0,8.385325,3.361316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.116339,0.0,3.9374983,9.972955,0.0,10.331069,0.0
0.0,16.272442,0.0,0.0,0.0,18.798687,60.190487,38.035427,29.59871,0.0,7.407847,20.687906,5.24397,0.0,0.0,9.540728,4.923893,0.0,19.660412,30.840408,21.214384,57.90812,0.0,0.0,0.0,0.0,44.007538,0.0,0.11908253,0.0,70.83909,0.0,4.2821407,0.12092645,0.0,453.52502,17.076345,9.221537,2.6169457
26.900448,0.0,0.0,0.0,0.0,30.85946,29.58713,37.993507,45.27653,0.0,7.912815,15.262908,3.308336,0.0,67.26187,18.714544,10.508781,6.4810767,3.3029883,16.708185,25.694746,49.240395,0.0,0.0,0.0,0.009187344,9.344962,0.0,13.132502,0.0,0.0,0.0,0.0,36.469933,29.751513,340.7978,10.249269,0.0,9.050937
0.0,1.4657681,0.0,10.077735,3.0736313,4.192462,45.654533,16.279161,22.583467,0.0,4.088307,25.314589,0.0,0.0,16.652336,5.7831335,10.452814,0.0,0.0,7.76251,0.0,16.525446,0.0,3.7441711,3.407558,0.0,9.61637,0.0,0.0,3.276316,0.0,0.0,0.0,2.7689786,26.84026,31.567232,0.0,0.0,0.0
3.5591168,0.0,0.0,0.0,0.0,0.0,56.998257,5.989825,61.034718,0.0,0.0,6.28115,3.639649,0.0,14.187094,1.5607826,22.102821,0.0,8.223491,6.0706596,20.33507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.233488,0.0,3.3161552,0.0,0.0,10.008875,0.0,4.698201,0.0
0.0,22.973818,0.0,0.0,0.0,22.752779,34.770126,12.994095,35.578175,0.24667494,13.531286,19.641415,10.168726,0.0,0.0,0.0,29.907232,0.0,8.023337,13.73898,29.720068,40.333427,0.0,0.0,0.0,1.3043805,10.586925,0.0,0.0,0.0,132.81837,0.0,6.2871513,0.0,0.0,432.69305,3.7382567,2.904128,2.029878
41.24131,0.0,9.859102,0.0,0.0,30.657318,0.0,25.60916,427.90015,0.0,13.574352,18.07425,0.0,0.0,0.0,20.113785,0.0,13.217658,0.0,32.47834,33.148266,0.0,0.0,0.0,0.0,45.21995,0.0,0.0,9.282053,0.0,0.0,0.0,0.0,11.192405,14.333285,413.01395,0.0,0.0,3.4684622
3.270094,7.564141,8.395483,9.341144,11.71513,3.8442652,82.63656,5.80779,0.0,3.4513783,13.364023,26.496742,0.0,9.459949,33.024605,11.963046,7.776799,0.0,0.0,17.308548,0.01985506,6.759257,0.0,0.0,5.8072624,0.0,8.455793,0.0,3.9477208,6.816772,0.0,0.0,5.9315004,0.0,40.461575,67.855576,0.0,0.0,3.2787883
0.0,2.1633852,0.0,0.0,0.0,0.0,83.07598,7.625308,13.797998,0.0,12.437637,17.837149,5.630604,0.0,19.241184,3.014799,18.447298,0.0,3.267396,6.705734,21.796423,0.0,0.0,5.926227,14.344603,2.279295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.725206,8.990359,0.0,9.945783,0.0
0.0,21.36705,0.0,0.0,0.0,30.837673,36.42313,11.4334135,0.0,0.0,15.431774,9.0896635,13.803667,0.0,0.0,1.1869272,24.302084,0.0,6.2945704,3.354869,15.324194,41.68494,0.0,0.0,0.0,31.159706,3.9444284,0.0,0.0,0.0,99.33667,0.0,5.4685364,9.969501,0.0,298.50195,18.7581,3.1894152,0.015296776
