MF102,MF117,MF121,MF124,MF13,MF134,MF137,MF141,MF144,MF167,MF179,MF181,MF184,MF191,MF195,MF198,MF200,MF21,MF257,MF27,MF312,MF370,MF39,MF421,MF439,MF44,MF46,MF465,MF476,MF478,MF5,MF557,MF57,MF59,MF6,MF7,MF78,MF89,MF9
5.337005,23.692492,3.2258065,0.0,0.4007586,15.303003,31.091,11.34949,57.43493,0.0,0.0,10.314596,14.36982,7.8586974,9.478804,4.0833507,2.6533413,3.475572,4.650263,3.8005595,19.698784,41.497005,3.1578948,4.1162786,44.029346,1.0000675,29.474672,2.9126213,0.0,8.689683,50.581017,6.686483,8.00158,0.0,0.0,714.8741,10.377611,3.1578948,0.0
17.326267,24.572035,0.0,58.04294,18.159039,41.61046,53.095695,60.99322,20.304537,2.4506345,0.0,46.658016,0.44443533,64.11324,87.243286,22.952513,3.5864446,7.486601,0.0,21.162727,25.982616,54.240887,10.435675,0.0,8.861822,6.577359,32.09095,0.0,22.558369,11.679646,19.894777,13.123986,0.0,27.056528,64.54582,937.5228,31.295815,0.0,6.2114673
16.154474,4.7150774,0.0,52.5208,7.263265,13.073575,95.03939,19.218748,28.4852,13.295883,7.2666016,72.80126,8.184991,27.219551,52.726494,16.751587,22.374432,4.035673,0.90981275,18.96827,20.167683,83.89224,6.7555194,0.0,36.529305,6.2497783,4.213252,0.0,2.7618093,7.0277367,0.0,0.9917856,0.0,22.07595,31.501602,213.72043,0.0,0.0,3.0949588
0.0,11.892682,0.0,0.0,0.0,6.2833753,148.4579,51.71657,15.102623,0.0,0.0030071735,20.54948,0.0,0.0,15.806232,1.0103515,6.3556147,0.0,24.118483,14.904848,14.117205,0.0,0.0,0.0,9.741272,0.0,6.031866,0.0,0.9005253,2.4546378,0.0,7.315019,4.3040123,0.0,47.70365,54.85211,0.0,5.8401446,0.0
7.6266084,15.451658,0.0,0.0,0.0,23.15799,58.07702,35.35818,37.725887,7.906814,5.5823092,17.946613,5.819781,0.0,0.0,8.095575,3.4905434,0.0,16.507746,24.493443,22.572317,60.37335,0.0,0.0,4.1983786,1.1752903,36.549805,0.0,2.4925482,5.383997,59.277107,9.796048,3.2012496,2.62768,0.0,529.47107,14.745378,12.055213,4.012648
28.483955,6.9958515,0.0,43.94222,11.266228,34.270893,28.466454,40.815536,60.420807,0.0,6.022667,12.694416,3.1902823,33.001156,72.06512,21.0212,8.693211,10.146814,0.0,15.551232,24.943712,38.41336,6.82751,0.0,3.979091,2.782768,13.177741,0.0,15.606453,1.4633551,23.647078,8.001649,0.0,31.838717,29.37687,482.9558,17.883951,0.0,8.766223
0.15871596,1.9522712,0.0,12.247069,4.5633545,2.911431,48.316437,15.659219,17.444416,1.380419,4.3186073,28.838705,0.0,0.0,18.338564,7.0524607,11.354544,0.0,0.0,8.380529,0.18879712,20.110859,0.0,0.0,5.736303,0.0,10.494145,0.0,0.23386912,4.0302477,0.0,0.0,0.0,2.0795355,27.427383,37.416298,0.0,0.0,0.0
2.3559508,1.0465051,0.0,0.0,0.0,2.3498528,66.92273,10.872517,59.019333,0.0,0.0,7.6115327,2.6768322,0.0,14.455232,1.0507191,20.263674,0.0,10.365358,4.926609,21.791836,0.0,0.0,0.0,0.36688042,0.0,0.0,0.0,0.0,3.5055578,20.157824,1.8901491,3.4275918,0.0,9.899383,14.599453,0.0,4.521624,0.0
10.340279,22.773352,0.0,0.0,0.0,23.058842,36.769314,13.837064,36.428707,0.37311605,12.9022665,19.30864,9.706136,0.0,0.0,0.0,30.119387,0.0,8.668237,13.646107,30.535355,42.68639,0.0,0.0,7.9314747,0.8460447,10.765343,0.0,0.0,4.058387,129.94458,0.0,6.0855794,0.0,0.0,449.51685,3.4983635,3.8375478,2.2633667
41.684612,0.0,0.0,20.438997,1.2791185,30.875519,13.571821,26.799305,428.96838,0.0,12.794101,18.099314,2.720426,18.897598,50.524284,20.361937,2.7548037,13.920121,0.0,32.16897,33.481686,23.30084,11.672416,0.0,10.712374,44.92451,9.4753895,0.0,9.912746,0.0,34.013733,0.0,0.0,11.170528,15.427134,428.75323,15.374263,0.37118965,3.2234106
3.7914643,7.041706,0.0,9.8297205,12.260754,3.5997958,82.74986,5.8941135,0.0,4.2669654,12.835126,25.857727,0.0,9.356027,33.491932,11.778457,8.275187,0.0,0.0,16.119495,0.0,6.939762,0.0,0.0,6.857702,0.0,8.649006,0.0,4.7865686,6.4826365,0.0,16.128956,5.6423893,0.0,40.001595,70.03064,0.0,0.0,3.1930876
0.0,2.1190581,0.0,1.8629853,1.0164863,0.0,84.42541,7.1312323,14.858103,0.0,12.4577,18.41482,5.5340075,0.12253949,19.784346,3.2167802,19.21869,0.0,2.7375686,5.3092456,21.234226,0.0,0.0,0.0,15.941984,3.088956,0.0,0.0,0.0,0.0,7.8546796,2.299681,0.0,0.0,10.082902,12.87863,0.0,9.562031,0.0
4.1647825,21.684057,0.0,0.0,0.0,30.487738,36.43182,12.3244095,17.61204,7.5215535,15.138707,8.404697,13.357329,0.0,0.0,1.4066595,23.583012,0.0,6.462237,3.6281312,15.7696,40.51209,8.133105,0.0,0.1402303,31.399675,4.2944107,0.0,0.0,3.0090375,97.69136,7.596788,5.260218,9.543255,0.0,301.29675,18.501299,3.4234142,0.0
