102,117,121,1223,124,13,134,137,140,141,144,179,181,184,191,195,198,2,200,257,27,28,312,370,39,421,439,44,46,478,5,557,59,6,697,7,78,9,time_step
23.832613,26.990406,4.4695144,207.77187,102.96181,7.7696733,49.835045,67.19707,29.507658,54.276745,273.85934,25.29046,95.53895,0.17713928,0.0,102.66551,29.131233,0.0,27.26924,0.0,21.752483,10.65594,46.04909,24.57604,9.50954,16.83359,4.1478157,106.258446,41.579807,0.3707832,203.71167,11.903677,214.33232,244.39769,10.068244,1155.5116,33.4179,13.063271,9
1.8729647,30.896194,5.244853,5.681671,0.0,0.0,17.517202,92.147255,20.718037,19.771685,90.61399,16.623995,61.002445,0.42220306,0.0,34.494827,18.023338,0.0,15.677328,0.0,13.840446,11.32771,11.054231,13.581826,0.0,0.0,4.225498,42.782616,6.6276693,4.023761,103.59747,0.0,50.81754,622.8936,16.003843,47.11846,0.0,21.42313,10
0.0,14.114347,0.0,0.0,1.2479386,0.0,25.537432,103.36004,5.595552,0.0,0.0,19.05756,92.47574,8.729059,0.0,49.49973,5.1880436,0.0,48.78465,0.0,2.0133073,2.3363228,11.949386,3.2971277,0.0,3.4114928,5.0905538,18.485058,0.0,0.0,104.26732,2.31964,14.642457,23.966446,38.952095,0.0,0.0,7.302136,11
0.0,34.373226,0.0,83.64144,258.02396,0.0,45.26195,51.402744,9.391585,23.905321,0.0,17.88807,202.17001,17.061369,0.0,13.328135,10.518291,0.0,25.440067,0.0,13.085968,0.0,20.788454,113.00523,0.63255644,4.920015,6.0747013,24.18654,26.878164,0.0,157.7303,10.467199,33.950756,0.0,56.023937,357.68484,13.804807,3.6766438,12
21.938581,9.111068,0.0,0.0,50.295986,0.0,30.663727,24.40086,30.94748,31.708942,256.48508,9.739908,27.954367,0.20685506,0.0,55.855103,22.214884,0.0,7.6559367,0.0,10.850465,11.437858,20.984417,42.767776,3.9385085,11.436829,0.0,75.83279,7.679614,0.0,43.689087,3.4483922,103.79048,112.364204,0.0,281.21487,8.729715,10.383486,13
0.0,6.100961,0.0,0.0,0.0,0.0,6.524019,33.20179,7.491278,9.47632,71.60261,10.786623,20.493853,0.0,0.0,9.436344,4.213955,0.0,6.7630377,0.0,7.0667896,4.349997,0.0,5.406869,0.0,0.0,0.0,6.3123226,7.2813697,0.0,35.270416,0.0,20.38279,121.01279,1.987741,22.92535,0.0,1.2500278,14
0.0,15.18724,1.2411759,0.0,5.2018094,0.0,11.941864,134.61502,0.29460138,17.619469,0.0,5.023117,47.74706,0.0,0.0,5.8778815,7.2896285,0.0,9.817607,0.0,10.957047,0.0,19.878223,0.0,0.0,14.652647,0.0,24.706867,0.0,0.0,51.702248,2.4889503,14.820008,16.964787,19.061195,10.006172,0.0,6.4630613,15
4.0146337,25.464512,0.0,85.799225,343.34158,0.0,26.198305,65.289986,6.72212,36.053654,16.438604,5.744329,111.48919,2.0056615,0.0,21.33552,15.436185,0.0,5.5530024,0.0,25.682762,4.7116203,19.761856,72.100395,0.7381826,16.815353,0.0,55.71045,36.001446,0.0,76.14071,10.57403,15.510776,0.0,14.050372,424.0767,15.125774,7.60949,16
29.866943,12.133126,5.3966513,0.0,27.283312,0.0,27.017878,9.918552,32.505863,18.062492,681.22095,14.549435,40.29625,0.034985423,0.0,36.164764,20.243513,0.0,4.5064926,0.0,20.618444,9.762317,23.974775,18.035345,8.985988,0.0,0.0,82.4569,3.8660316,0.0,68.048744,5.675799,44.2236,65.94868,0.0,298.0442,12.131234,1.4578964,17
0.8365668,20.217031,8.292725,0.0,0.0,0.0,29.697794,64.22909,19.939718,4.771122,1.0327613,20.641218,29.843838,0.0,0.0,25.105335,16.119293,0.0,7.5980024,0.0,9.949777,9.450646,1.0324183,0.0,0.0,1.3108783,4.1627274,30.679634,0.0,0.0,86.40793,5.708489,19.2952,252.21141,6.1764307,0.0,0.0,5.694486,18
0.0,17.184315,0.0,0.0,0.0,0.0,10.982502,44.071384,0.0,3.9172964,0.0,4.565215,16.30612,0.71535397,0.0,10.37664,3.4694586,0.0,17.732306,0.0,2.8420558,2.6694903,17.911198,0.0,0.0,0.0,0.0,35.12306,0.0,0.0,53.899918,1.690573,0.0,67.296524,4.0085096,8.601219,0.0,0.0,19
6.9427986,36.244293,0.0,0.0,190.02467,0.0,33.35329,35.933495,6.9141746,9.386073,43.686386,13.524059,121.5374,7.0817127,0.0,7.7588944,6.511581,0.0,28.33306,0.0,10.716696,4.9382105,25.901667,36.283928,0.0,5.9193053,3.3370018,86.75312,6.0817633,0.0,110.169334,0.532347,21.763996,0.0,8.961501,338.88016,3.2004523,0.0,20
21.266237,13.941152,8.533088,145.35146,52.031338,0.0,49.71244,24.153774,22.71366,23.283903,136.01862,14.527763,86.58957,3.3164182,0.0,96.08118,47.06157,0.0,5.4678683,0.0,11.185415,9.650054,21.80219,28.947279,7.1425066,33.728844,13.317671,102.9886,7.0166864,1.035371,175.34865,5.917471,40.806923,80.55521,0.0,400.47028,22.321714,0.0,21
