MF;abpcode;scientificName;taxonRank;scientificName_GBIF;kingdom;phylum;class;order;family;genus;specificEpithet;infraspecificEpithet;scientificNameAuthorship;establishmentMeans;Ind.NonInd;trophic
1589;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;I;NonInd;H
1590;NA;Latridiidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Latridiidae;Gen.;sp.;NA;NA;I;NonInd;S
1591;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;I;NonInd;S
1592;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;I;NonInd;H
1593;NA;Chrysomelidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Gen.;sp.;NA;NA;I;NonInd;H
1594;NA;Nitidulidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Gen.;sp.;NA;NA;I;NonInd;S
1595;NA;Coleoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Coleoptera;NA;Gen.;sp.;NA;NA;I;NonInd;H
1596;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;I;NonInd;S
1597;NA;Trichoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Trichoptera;NA;Gen.;sp.;NA;NA;I;NonInd;NA
1598;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1599;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1600;A02568;Gronops fasciatus Küster, 1851;species;Gronops fasciatus Küster, 1851;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gronops;fasciatus;NA;Küster, 1851;I;NonInd;H
1601;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;I;NonInd;H
1602;NA;Coleoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Coleoptera;NA;Gen.;sp.;NA;NA;I;NonInd;S
1603;NA;Cryptophagidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Cryptophagidae;Gen.;sp.;NA;NA;I;NonInd;S
1604;NA;Latridiidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Latridiidae;Gen.;sp.;NA;NA;I;NonInd;S
1605;NA;Latridiidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Latridiidae;Gen.;sp.;NA;NA;I;NonInd;S
1606;NA;Carabidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Gen.;sp.;NA;NA;I;NonInd;P
1607;A02567;Dieckmanniellus nitidulus (Gyllenhal, 1838);species;Dieckmanniellus nitidulus (Gyllenhal, 1838);Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Dieckmanniellus;nitidulus;NA;(Gyllenhal, 1838);I;NonInd;H
1609;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1610;NA;Valenzuela sp.;genus;NA;Animalia;Arthropoda;Insecta;Psocodea;Caeciliusidae;Valenzuela;sp.;NA;NA;I;NonInd;S
1611;NA;Nitidulidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Gen.;sp.;NA;NA;I;NonInd;S
1612;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;I;NonInd;S
1613;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;I;NonInd;H
1614;NA;Aphididae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Gen.;sp.;NA;NA;I;NonInd;H
1615;NA;Rhomphaea sp.;genus;NA;Animalia;Arthropoda;Arachnida;Araneae;Theridiidae;Rhomphaea;sp.;NA;NA;I;NonInd;P
1616;A02213;Apis mellifera Linnaeus, 1758;species;Apis mellifera Linnaeus, 1758;Animalia;Arthropoda;Insecta;Hymenoptera;Apidae;Apis;mellifera;NA;Linnaeus, 1758;I;NonInd;H
1618;NA;Valenzuela sp.;genus;NA;Animalia;Arthropoda;Insecta;Psocodea;Caeciliusidae;Valenzuela;sp.;NA;NA;N;Ind;S
1620;A00004;Bembidion ambiguum Dejean, 1831;species;Bembidion ambiguum Dejean, 1831;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Bembidion;ambiguum;NA;Dejean, 1831;I;NonInd;P
1621;NA;Coleoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Coleoptera;NA;Gen.;sp.;NA;NA;I;NonInd;S
1622;NA;Coleoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Coleoptera;NA;Gen.;sp.;NA;NA;I;NonInd;S
1623;NA;Chrysomelidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Gen.;sp.;NA;NA;I;NonInd;H
1624;NA;Elipsocus sp.;genus;NA;Animalia;Arthropoda;Insecta;Psocodea;Elipsocidae;Elipsocus;sp.;NA;NA;Indeterminate;Indeterminate;S
1626;NA;Mezium sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Ptinidae;Mezium;sp.;NA;NA;I;NonInd;S
1627;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;I;NonInd;H
1628;NA;Chrysomelidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Gen.;sp.;NA;NA;I;NonInd;H
1629;NA;Cerobasis sp.;genus;NA;Animalia;Arthropoda;Insecta;Psocodea;Trogiidae;Cerobasis;sp.;NA;NA;E;Ind;S
1637;NA;Typhochrestus sp.;genus;NA;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Typhochrestus;sp.;NA;NA;I;NonInd;P
1638;NA;Chrysomelidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;NA;NA;NA;NA;I;NonInd;H
1639;NA;Nitidulidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Gen.;sp.;NA;NA;I;NonInd;S
1640;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;I;NonInd;S
1641;NA;Anthocoridae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Anthocoridae;Gen.;sp.;NA;NA;I;NonInd;P
1642;NA;Anthocoridae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Anthocoridae;Gen.;sp.;NA;NA;I;NonInd;P
1643;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1644;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;I;NonInd;S
1645;NA;Theridion sp.;genus;NA;Animalia;Arthropoda;Arachnida;Araneae;Theridiidae;Theridion;sp.;NA;NA;I;NonInd;P
1646;NA;Coccidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Coccidae;Gen.;sp.;NA;NA;I;NonInd;H
1648;NA;Lygaeidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Lygaeidae;Gen.;sp.;NA;NA;I;NonInd;H
1649;NA;Cryptophagidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Cryptophagidae;Gen.;sp.;NA;NA;I;NonInd;S
1650;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1653;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1654;NA;Nitidulidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Gen.;sp.;NA;NA;I;NonInd;S
1655;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;I;NonInd;H
1656;NA;Coccinellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Coccinellidae;Gen.;sp.;NA;NA;I;NonInd;P
1657;NA;Cryptophagidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Cryptophagidae;Gen.;sp.;NA;NA;I;NonInd;S
1658;NA;Miridae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Miridae;Gen.;sp.;NA;NA;N;Ind;P
1659;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;I;NonInd;S
1660;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1661;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1662;NA;Ectopsocidae sp.;family;NA;Animalia;Arthropoda;Insecta;Psocodea;Ectopsocidae;Gen.;sp.;NA;NA;I;NonInd;S
1663;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;I;NonInd;S
1664;NA;Hemiptera sp.;order;NA;Animalia;Arthropoda;Insecta;Hemiptera;NA;Gen.;sp.;NA;NA;I;NonInd;H
1666;NA;Elateridae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Elateridae;Gen.;sp.;NA;NA;I;NonInd;S
1671;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1672;NA;Hemerobius sp.;genus;NA;Animalia;Arthropoda;Insecta;Neuroptera;Hemerobiidae;Hemerobius;sp.;NA;NA;E;Ind;P
1673;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;I;NonInd;H
1674;A00473;Cosmopolites sordidus (Germar, 1824);species;Cosmopolites sordidus (E.F.Germar, 1823);Animalia;Arthropoda;Insecta;Coleoptera;Dryophthoridae;Cosmopolites;sordidus;NA;(Germar, 1824);I;NonInd;H
1675;NA;Tenebrionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Tenebrionidae;Gen.;sp.;NA;NA;I;NonInd;S
1677;NA;Phalacridae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Phalacridae;Gen.;sp.;NA;NA;I;NonInd;S
1679;NA;Psyllidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Psyllidae;Gen.;sp.;NA;NA;I;NonInd;H
1680;A01615;Elenchus tenuicornis (Kirby, 1815);species;Elenchus tenuicornis (Kirby, 1815);Animalia;Arthropoda;Insecta;Strepsiptera;Elenchidae;Elenchus;tenuicornis;NA;(Kirby, 1815);N;Ind;P
1681;NA;Phalacridae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Phalacridae;Gen.;sp.;NA;NA;I;NonInd;S
1682;NA;Ptinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Ptinidae;Gen.;sp.;NA;NA;I;NonInd;H
1683;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
1684;NA;Elipsocidae sp.;family;NA;Animalia;Arthropoda;Insecta;Psocodea;Elipsocidae;Gen.;sp.;NA;NA;E;Ind;S
1685;NA;Linyphiidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Gen.;sp.;NA;NA;N;Ind;P
1686;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;I;NonInd;H
1687;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
1688;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
1689;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1690;NA;Linyphiidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Gen.;sp.;NA;NA;I;NonInd;P
1692;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1693;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;I;NonInd;S
1694;NA;Araneae sp.;order;NA;Animalia;Arthropoda;Arachnida;Araneae;NA;Gen.;sp.;NA;NA;I;NonInd;P
1695;NA;Linyphiidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Gen.;sp.;NA;NA;I;NonInd;P
1700;A00745;Oxythyrea funesta (Poda, 1761);species;Oxythyrea funesta (Poda, 1761);Animalia;Arthropoda;Insecta;Coleoptera;Cetoniidae;Oxythyrea;funesta;NA;(Poda, 1761);I;NonInd;H
1702;NA;Alestrus sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Elateridae;Alestrus;sp.;NA;NA;E;Ind;S
1703;A02555;Aleochara verna Say, 1833;species;Aleochara verna Say, 1833;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Aleochara;verna;NA;Say, 1833;Indeterminate;Indeterminate;P
1706;NA;Cryptophagidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Cryptophagidae;Gen.;sp.;NA;NA;I;NonInd;S
1708;NA;Psyllidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Psyllidae;Gen.;sp.;NA;NA;I;NonInd;H
1709;NA;Chrysomelidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Gen.;sp.;NA;NA;I;NonInd;H
1710;NA;Coleoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Coleoptera;NA;Gen.;sp.;NA;NA;I;NonInd;S
1713;NA;Mycetophagidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Mycetophagidae;Gen.;sp.;NA;NA;I;NonInd;S
1714;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1715;A00558;Euconnus campestris campestris (L.W. Schaufuss, 1866);subspecies;Euconnus campestris campestris;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Euconnus;campestris;campestris;(L.W. Schaufuss, 1866);Indeterminate;Indeterminate;P
1716;NA;Cryptophagidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Cryptophagidae;Gen.;sp.;NA;NA;I;NonInd;S
1717;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1718;NA;Carabidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Gen.;sp.;NA;NA;I;NonInd;P
1719;NA;Chrysomelidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Gen.;sp.;NA;NA;I;NonInd;H
1720;NA;Coleoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Coleoptera;NA;Gen.;sp.;NA;NA;I;NonInd;S
1721;NA;Pholcomma gibbum (Westrung, 1851);species;Pholcomma gibbum (Westring, 1851);Animalia;Arthropoda;Arachnida;Araneae;Theridiidae;Pholcomma;gibbum;NA;(Westrung, 1851);I;NonInd;P
1722;NA;Pseudeuophrys erratica  (Walckenaer, 1826);species;Pseudeuophrys erratica (Walckenaer, 1826);Animalia;Arthropoda;Arachnida;Araneae;Salticidae;Pseudeuophrys;erratica;NA;(Walckenaer, 1826);I;NonInd;P
1723;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1724;NA;Phalacridae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Phalacridae;Gen.;sp.;NA;NA;I;NonInd;S
1725;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1726;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1727;NA;Phalacridae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Phalacridae;Gen.;sp.;NA;NA;I;NonInd;S
1728;NA;Micetophilidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Micetophilidae;Gen.;sp.;NA;NA;I;NonInd;F
1729;NA;Salticidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Salticidae;Gen.;sp.;NA;NA;I;NonInd;P
1730;NA;Linyphiidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Gen.;sp.;NA;NA;I;NonInd;P
1731;NA;Linyphiidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Gen.;sp.;NA;NA;I;NonInd;P
1732;NA;Linyphiidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Gen.;sp.;NA;NA;I;NonInd;P
1733;NA;Thripidae sp.;family;NA;Animalia;Arthropoda;Insecta;Thysanoptera;Thripidae;Gen.;sp.;NA;NA;I;NonInd;H
1734;NA;Psyllidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Psyllidae;Gen.;sp.;NA;NA;I;NonInd;H
1735;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1736;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
1737;NA;Hydrophilidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Gen.;sp.;NA;NA;I;NonInd;S
1738;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1739;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1740;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1741;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1742;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1743;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1744;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1745;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1746;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1747;NA;Linyphiidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Gen.;sp.;NA;NA;I;NonInd;P
1748;NA;Linyphiidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1749;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1750;NA;Brachyiulus sp.;genus;NA;Animalia;Arthropoda;Diplopoda;Julida;Julidae;Brachyiulus;sp.;NA;NA;I;NonInd;S
1751;NA;Catops sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Leiodidae;Catops;sp.;NA;NA;N;Ind;S
1752;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1753;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
1754;NA;Mycetophagidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Mycetophagidae;Gen.;sp.;NA;NA;I;NonInd;S
1755;NA;Formicidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hymenoptera;Formicidae;Gen.;sp.;NA;NA;I;NonInd;P
1756;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1757;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1758;NA;Theridion sp.;genus;NA;Animalia;Arthropoda;Arachnida;Araneae;Theridiidae;Theridion;sp.;NA;NA;I;NonInd;P
1759;NA;Coleoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Coleoptera;NA;Gen.;sp.;NA;NA;I;NonInd;S
1760;NA;Lepidoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Lepidoptera;NA;Gen.;sp.;NA;NA;I;NonInd;H
1761;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;I;NonInd;H
1762;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1763;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1764;NA;Aleochara sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Aleochara;sp.;NA;NA;I;NonInd;P
1765;NA;Oxytelus sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Oxytelus;sp.;NA;NA;I;NonInd;P
1766;NA;Chrysomelidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Gen.;sp.;NA;NA;I;NonInd;H
1767;NA;Oxytelus sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Oxytelus;sp.;NA;NA;I;NonInd;P
1768;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1769;NA;Philonthus sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Philonthus;sp.;NA;NA;I;NonInd;P
1770;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1771;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1772;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1773;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1774;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1775;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;I;NonInd;H
1776;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1777;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1778;NA;Dermaptera sp.;order;NA;Animalia;Arthropoda;Insecta;Dermaptera;NA;Gen.;sp.;NA;NA;I;NonInd;P
1779;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1780;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1781;NA;Delphacidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Delphacidae;Gen.;sp.;NA;NA;I;NonInd;H
1782;NA;Nitidulidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Gen.;sp.;NA;NA;I;NonInd;S
1783;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1784;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1785;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1786;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1787;NA;Delphacidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Delphacidae;Gen.;sp.;NA;NA;I;NonInd;H
1788;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1789;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
1790;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1791;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
