"Event_ID","Placement","Sampling.Date","Season","Year","Notes","Sorting.Status.Order","Sorting.Status.Morphospecies","Location.of.the.sample"
"TER-FTER-T-36 (TER-PRIBS-T09)_3_2021","2020-09-22","2021-03-13","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab David Horta"
"TER-MNEG-T-62 (TER-PRIBS-T05)_3_2021","2020-09-22","2021-03-19","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab David Horta"
"TER-NFBF-T-02_4_2021","2020-09-22","2021-04-01","autumn/winter","2020/2021","NA","Sorted","Sorted","Entomoteca"
"TER-NFSB-TE48_12_2020","2020-09-22","2020-12-07","autumn","2020","NA","Sorted","Sorted","Entomoteca"
"TER-PRIBS-T08_3_2021","2020-09-22","2021-03-13","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab David Horta"
"TER-NFSB-T-07_3_2021","2020-09-23","2021-03-25","autumn/winter","2020/2021","NA","Sorted","Sorted","Entomoteca"
"TER-CABI-T166 (TER-PRIBS-T06)_3_2021","2020-09-25","2021-03-19","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab David Horta"
"TER-NFBF-T-01_12_2020","2020-09-25","2020-12-08","autumn","2020","NA","Sorted","Sorted","Entomoteca"
"TER-PRIBS-T07_3_2021","2020-09-25","2021-03-21","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab David Horta"
"TER-PRIBS-T27_3_2021","2020-09-25","2021-03-19","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab David Horta"
"TER-ACAR-T-25 (TER-PRIBS-T10)_3_2021","2020-09-28","2021-03-06","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab David Horta"
"TER-NFBF-TP41_3_2021","2020-09-28","2021-03-26","autumn/winter","2020/2021","NA","Sorted","Sorted","Entomoteca"
"TER-NFPG-T-33_3_2021","2020-09-28","2021-03-18","autumn/winter","2020/2021","NA","Sorted","Sorted","Entomoteca"
"TER-PRIBS-T13_3_2021","2020-09-28","2021-03-18","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab David Horta"
"TER-PRIBS-T14_3_2021","2020-09-28","2021-03-18","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab David Horta"
"TER-PRIBS-T15_3_2021","2020-09-28","2021-03-26","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab David Horta"
"TER-PRIBS-T28_3_2021","2020-09-28","2021-03-21","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab David Horta"
"TER-PRIBS-T11_3_2021","2020-10-03","2021-03-20","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab David Horta"
"TER-PRIBS-T12_3_2021","2020-10-03","2021-03-20","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab David Horta"
"TER-NFSB-TE49_12_2020","2020-10-07","2020-12-07","autumn","2020","NA","Sorted","Sorted","Entomoteca"
"TER-0M_3_2021","2020-12-05","2021-03-25","winter","2021","NA","Sorted","Sorted","Entomoteca"
"TER-200M_3_2021","2020-12-05","2021-03-25","winter","2021","NA","Sorted","Sorted","Entomoteca"
"TER-400M_3_2021","2020-12-05","2021-03-25","winter","2021","NA","Sorted","Sorted","Entomoteca"
"TER-NFSB-TE48_3_2021","2020-12-07","2021-03-25","winter","2021","NA","Sorted","Sorted","Entomoteca"
"TER-NFSB-TE49_3_2021","2020-12-07","2021-03-18","winter","2021","NA","Sorted","Sorted","Entomoteca"
"TER-NFTB-T-15_3_2021","2020-12-07","2021-03-18","winter","2021","NA","Sorted","Sorted","Entomoteca"
"TER-NFBF-T-01_3_2021","2020-12-08","2021-03-19","winter","2021","NA","Sorted","Sorted","Entomoteca"
"PIC-ML-200_3_2021","2020-12-14","2021-03-16","winter","2021","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-ML-400_3_2021","2020-12-14","2021-03-16","winter","2021","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-ML-600_3_2021","2020-12-14","2021-03-16","winter","2021","NA","Not sorted","Not sorted","Lab Rui Elias"
"PIC-ML-800_3_2021","2020-12-14","2021-03-16","winter","2021","NA","Not sorted","Not sorted","Lab Rui Elias"
"PIC-NFCA-T-08_3_2021","2020-12-14","2021-03-16","winter","2021","NA","Not sorted","Not sorted","Lab Rui Elias"
"PIC-NFCA-T-09_3_2021","2020-12-14","2021-03-16","winter","2021","NA","Not sorted","Not sorted","Lab Rui Elias"
"PIC-NFLC-T-02_3_2021","2020-12-14","2021-03-16","winter","2021","NA","Not sorted","Not sorted","Lab Rui Elias"
"PIC-NFMP-T-01_3_2021","2020-12-14","2021-03-16","winter","2021","NA","Not sorted","Not sorted","Lab Rui Elias"
"PIC-NFMP-T-03_3_2021","2020-12-14","2021-03-16","winter","2021","NA","Not sorted","Not sorted","Lab Rui Elias"
"PIC-NFMP-T-10_3_2021","2020-12-14","2021-03-16","winter","2021","NA","Not sorted","Not sorted","Lab Rui Elias"
"FLO-LAFLOR-T29_3_2021","2020-12-16","2021-03-16","winter","2021","NA","Sorted","Sorted","Entomoteca"
"FLO-MAPS-TT25_3_2021","2020-12-16","2021-03-16","winter","2021","NA","Sorted","Sorted","Entomoteca"
"FLO-NFFR-T-06_3_2021","2020-12-16","2021-03-16","winter","2021","NA","Sorted","Sorted","Entomoteca"
"FLO-NFFR-T-07_3_2021","2020-12-16","2021-03-19","winter","2021","NA","Sorted","Sorted","Entomoteca"
"FLO-NFMA-T-08_3_2021","2020-12-16","2021-03-19","winter","2021","NA","Sorted","Sorted","Entomoteca"
"FLO-NFMA-T-16_3_2021","2020-12-16","2021-03-16","winter","2021","NA","Sorted","Sorted","Entomoteca"
"FLO-PDEL-Z-11_3_2021","2020-12-16","2021-03-16","winter","2021","NA","Sorted","Sorted","Entomoteca"
"TER-PRIBS-T06_9_2021","2021-02-10","2021-09-24","spring/summer","2021","NA","Not sorted","Not sorted","Lab David Horta"
"TER-ACAR-T-25 (TER-PRIBS-T10)_10_2021","2021-03-06","2021-10-05","spring/summer","2021","NA","Not sorted","Not sorted","Lab David Horta"
"TER-FTER-T-36 (TER-PRIBS-T09)_9_2021","2021-03-13","2021-09-21","spring/summer","2021","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T08_4_2022","2021-03-13","2022-04-03","year","2021","NA","Not sorted","Not sorted","Lab PB"
"FLO-LAFLOR-T29_6_2021","2021-03-16","2021-06-17","spring","2021","NA","Sorted","Sorted","Lab PB"
"FLO-MAPS-TT25_6_2021","2021-03-16","2021-06-16","spring","2021","Trap empty","Invalid","Invalid","Lab PB"
"FLO-NFFR-T-06_6_2021","2021-03-16","2021-06-16","spring","2021","NA","Sorted","Sorted","Lab PB"
"FLO-NFMA-T-16_6_2021","2021-03-16","2021-06-16","spring","2021","NA","Sorted","Sorted","Lab PB"
"FLO-PDEL-Z-11_6_2021","2021-03-16","2021-06-16","spring","2021","NA","Sorted","Sorted","Lab PB"
"PIC-ML-200_6_2021","2021-03-16","2021-06-15","spring","2021","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-ML-400_6_2021","2021-03-16","2021-06-15","spring","2021","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-ML-600_6_2021","2021-03-16","2021-06-15","spring","2021","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-ML-800_6_2021","2021-03-16","2021-06-15","spring","2021","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-NFCA-T-08_6_2021","2021-03-16","2021-06-15","spring","2021","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-NFCA-T-09_6_2021","2021-03-16","2021-06-15","spring","2021","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-NFLC-T-02_6_2021","2021-03-16","2021-06-15","spring","2021","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-NFMP-T-01_6_2021","2021-03-16","2021-06-15","spring","2021","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-NFMP-T-03_6_2021","2021-03-16","2021-06-15","spring","2021","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-NFMP-T-10_6_2021","2021-03-16","2021-06-15","spring","2021","NA","Sorted","Sorted","Lab Rui Elias"
"TER-MATE-T-13 (TER-PRIBS-T01)_10_2021","2021-03-18","2021-10-02","fim","2021","FIM","Not sorted","Not sorted","Lab David Horta"
"TER-NFPG-T-33_6_2021","2021-03-18","2021-06-28","spring","2021","NA","Sorted","Sorted","Entomoteca"
"TER-NFSB-TE49_6_2021","2021-03-18","2021-06-23","spring","2021","NA","Sorted","Sorted","Entomoteca"
"TER-NFTB-T-15_6_2021","2021-03-18","2021-06-25","spring","2021","NA","Sorted","Sorted","Entomoteca"
"TER-PRIBS-T13_10_2021","2021-03-18","2021-10-05","spring/summer","2021","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T14_9_2021","2021-03-18","2021-09-24","spring/summer","2021","NA","Not sorted","Not sorted","Lab David Horta"
"FLO-NFFR-T-07_6_2021","2021-03-19","2021-06-16","spring","2021","NA","Sorted","Sorted","Lab PB"
"FLO-NFMA-T-08_6_2021","2021-03-19","2021-06-16","spring","2021","NA","Sorted","Sorted","Lab PB"
"TER-CABI-T166 (TER-PRIBS-T06)_10_2021","2021-03-19","2021-10-02","spring/summer","2021","NA","Not sorted","Not sorted","Lab David Horta"
"TER-MNEG-T-62 (TER-PRIBS-T05)_10_2021","2021-03-19","2021-10-02","spring/summer","2021","NA","Not sorted","Not sorted","Lab David Horta"
"TER-NFBF-T-01_6_2021","2021-03-19","2021-06-22","spring","2021","NA","Sorted","Sorted","Entomoteca"
"TER-PRIBS-T27_9_2021","2021-03-19","2021-09-24","spring/summer","2021","NA","Not sorted","Not sorted","Lab David Horta"
"TER-NFTB-T-18-ORIGINAL_6_2021","2021-03-20","2021-06-28","spring","2021","NA","Sorted","Sorted","Entomoteca"
"TER-PRIBS-T11_4_2022","2021-03-20","2022-04-06","year","2021","NA","Not sorted","Not sorted","Lab PB"
"TER-PRIBS-T12_4_2022","2021-03-20","2022-04-06","year","2021","NA","Not sorted","Not sorted","Lab PB"
"TER-PRIBS-T07_9_2021","2021-03-21","2021-09-24","spring/summer","2021","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T28_9_2021","2021-03-21","2021-09-28","spring/summer","2021","NA","Not sorted","Not sorted","Lab David Horta"
"TER-NFSB-T164_12_2021","2021-03-24","2021-12-06","spring/summer/autumn","2021","NA","Sorted","Sorted","Lab PB"
"TER-0M_6_2021","2021-03-25","2021-06-23","spring","2021","NA","Sorted","Sorted","Entomoteca"
"TER-200M_6_2021","2021-03-25","2021-06-23","spring","2021","NA","Sorted","Sorted","Entomoteca"
"TER-400M_6_2021","2021-03-25","2021-06-23","spring","2021","NA","Sorted","Sorted","Entomoteca"
"TER-NFSB-T-07_6_2021","2021-03-25","2021-06-28","spring","2021","NA","Sorted","Sorted","Entomoteca"
"TER-NFSB-TE48_6_2021","2021-03-25","2021-06-23","spring","2021","NA","Sorted","Sorted","Entomoteca"
"TER-NFBF-TP41_6_2021","2021-03-26","2021-06-28","spring","2021","NA","Sorted","Sorted","Entomoteca"
"TER-PRIBS-T15_10_2021","2021-03-26","2021-10-05","spring/summer","2021","NA","Not sorted","Not sorted","Lab David Horta"
"TER-NFBF-T-02_7_2021","2021-04-01","2021-07-02","spring","2021","NA","Sorted","Sorted","Lab PB"
"PIC-ML-200_9_2021","2021-06-15","2021-09-18","summer","2021","NA","Sorted","Sorted","Lab PB"
"PIC-ML-400_9_2021","2021-06-15","2021-09-18","summer","2021","NA","Sorted","Sorted","Lab PB"
"PIC-ML-600_9_2021","2021-06-15","2021-09-18","summer","2021","NA","Sorted","Sorted","Lab PB"
"PIC-ML-800_9_2021","2021-06-15","2021-09-18","summer","2021","NA","Sorted","Sorted","Lab PB"
"PIC-NFCA-T-08_9_2021","2021-06-15","2021-09-18","summer","2021","NA","Sorted","Sorted","Lab PB"
"PIC-NFCA-T-09_9_2021","2021-06-15","2021-09-18","summer","2021","NA","Sorted","Sorted","Lab PB"
"PIC-NFLC-T-02_9_2021","2021-06-15","2021-09-18","summer","2021","NA","Sorted","Sorted","Lab PB"
"PIC-NFMP-T-01_9_2021","2021-06-15","2021-09-18","summer","2021","NA","Sorted","Sorted","Lab PB"
"PIC-NFMP-T-03_9_2021","2021-06-15","2021-09-18","summer","2021","NA","Sorted","Sorted","Lab PB"
"PIC-NFMP-T-10_9_2021","2021-06-15","2021-09-18","summer","2021","NA","Sorted","Sorted","Lab PB"
"FLO-MAPS-TT25_9_2021","2021-06-16","2021-09-16","summer","2021","Trap empty","Invalid","Invalid","Entomoteca"
"FLO-NFFR-T-06_9_2021","2021-06-16","2021-09-17","summer","2021","NA","Sorted","Sorted","Entomoteca"
"FLO-NFFR-T-07_9_2021","2021-06-16","2021-09-16","summer","2021","NA","Sorted","Sorted","Entomoteca"
"FLO-NFMA-T-08_9_2021","2021-06-16","2021-09-16","summer","2021","NA","Sorted","Sorted","Entomoteca"
"FLO-NFMA-T-16_9_2021","2021-06-16","2021-09-16","summer","2021","NA","Sorted","Sorted","Entomoteca"
"FLO-PDEL-Z-11_9_2021","2021-06-16","2021-09-16","summer","2021","NA","Sorted","Sorted","Entomoteca"
"FLO-LAFLOR-T29_9_2021","2021-06-17","2021-09-16","summer","2021","NA","Sorted","Sorted","Entomoteca"
"TER-NFBF-T-01_9_2021","2021-06-22","2021-09-24","summer","2021","NA","Sorted","Sorted","Lab PB"
"TER-0M_9_2021","2021-06-23","2021-09-13","summer","2021","NA","Sorted","Sorted","Lab PB"
"TER-200M_9_2021","2021-06-23","2021-09-13","summer","2021","NA","Sorted","Sorted","Lab PB"
"TER-400M_9_2021","2021-06-23","2021-09-13","summer","2021","NA","Sorted","Sorted","Lab PB"
"TER-NFSB-TE48_9_2021","2021-06-23","2021-09-13","summer","2021","NA","Sorted","Sorted","Lab PB"
"TER-NFSB-TE49_9_2021","2021-06-23","2021-09-13","summer","2021","NA","Sorted","Sorted","Lab PB"
"TER-NFTB-T-15_9_2021","2021-06-25","2021-09-24","summer","2021","NA","Sorted","Sorted","Lab PB"
"TER-NFBF-TP41_9_2021","2021-06-28","2021-09-24","summer","2021","NA","Sorted","Sorted","Lab PB"
"TER-NFPG-T-33_10_2021","2021-06-28","2021-10-02","summer","2021","NA","Sorted","Sorted","Lab PB"
"TER-NFTB-T-18-ORIGINAL_10_2021","2021-06-28","2021-10-05","summer","2021","NA","Sorted","Sorted","Lab PB"
"TER-NFBF-T-02_3_2022","2021-07-02","2022-03-12","summer/autumn/winter","2021/2022","NA","Sorted","Sorted","Lab PB"
"TER-0M_12_2021","2021-09-13","2021-12-14","autumn","2021","Montou-se nova a 14.12.2021","NA","NA","Lab PB"
"TER-200M_12_2021","2021-09-13","2021-12-14","autumn","2021","NA","Sorted","Sorted","Lab PB"
"TER-400M_12_2021","2021-09-13","2021-12-14","autumn","2021","NA","Sorted","Sorted","Lab PB"
"TER-NFSB-TE48_12_2021","2021-09-13","2021-12-14","autumn","2021","NA","Sorted","Sorted","Lab PB"
"TER-NFSB-TE49_12_2021","2021-09-13","2021-12-14","autumn","2021","NA","Sorted","Sorted","Lab PB"
"FLO-LAFLOR-T29_12_2021","2021-09-16","2021-12-17","autumn","2021","NA","Sorted","Sorted","Lab PB"
"FLO-MAPS-TT25_12_2021","2021-09-16","2021-12-17","autumn","2021","Trap empty","Invalid","Invalid","Lab PB"
"FLO-NFFR-T-07_12_2021","2021-09-16","2021-12-17","autumn","2021","NA","Sorted","Sorted","Lab PB"
"FLO-NFMA-T-08_12_2021","2021-09-16","2021-12-17","autumn","2021","NA","Sorted","Sorted","Lab PB"
"FLO-NFMA-T-16_12_2021","2021-09-16","2021-12-17","autumn","2021","NA","Sorted","Sorted","Lab PB"
"FLO-PDEL-Z-11_12_2021","2021-09-16","2021-12-22","autumn","2021","NA","Sorted","Sorted","Lab PB"
"FLO-NFFR-T-06_12_2021","2021-09-17","2021-12-17","autumn","2021","NA","Sorted","Sorted","Lab PB"
"PIC-ML-200_12_2021","2021-09-18","2021-12-19","autumn","2021","NA","Sorted","Sorted","Lab PB"
"PIC-ML-400_1_2022","2021-09-18","2022-01-04","autumn","2021","NA","Sorted","Sorted","Lab PB"
"PIC-ML-600_1_2022","2021-09-18","2022-01-04","autumn","2021","NA","Sorted","Sorted","Lab PB"
"PIC-ML-800_1_2022","2021-09-18","2022-01-04","autumn","2021","NA","Sorted","Sorted","Lab PB"
"PIC-NFCA-T-08_1_2022","2021-09-18","2022-01-07","autumn","2021","NA","Sorted","Sorted","Lab PB"
"PIC-NFCA-T-09_1_2022","2021-09-18","2022-01-07","autumn","2021","NA","Sorted","Sorted","Lab PB"
"PIC-NFLC-T-02_1_2022","2021-09-18","2022-01-07","autumn","2021","NA","Sorted","Sorted","Lab PB"
"PIC-NFMP-T-01_1_2022","2021-09-18","2022-01-04","autumn","2021","NA","Sorted","Sorted","Lab PB"
"PIC-NFMP-T-03_12_2021","2021-09-18","2021-12-15","autumn","2021","NA","Sorted","Sorted","Lab PB"
"PIC-NFMP-T-10_1_2022","2021-09-18","2022-01-07","autumn","2021","NA","Sorted","Sorted","Lab PB"
"TER-FTER-T-36 (TER-PRIBS-T09)_12_2021","2021-09-21","2021-12-02","autumn",2021,"NA","Not sorted","Not sorted","Lab PB"
"TER-NFBF-T-01_12_2021","2021-09-24","2021-12-20","autumn","2021","NA","Sorted","Sorted","Lab PB"
"TER-NFBF-TP41_12_2021","2021-09-24","2021-12-15","autumn","2021","NA","Sorted","Sorted","Lab PB"
"TER-NFTB-T-15_12_2021","2021-09-24","2021-12-15","autumn","2021","NA","Sorted","Sorted","Lab PB"
"TER-PRIBS-T06_4_2022","2021-09-24","2022-04-03","autumn/winter","2021/2022","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T07_4_2022","2021-09-24","2022-04-02","autumn/winter","2021/2022","NA","Sorted","Sorted","Lab David Horta"
"TER-PRIBS-T14_3_2022","2021-09-24","2022-03-14","autumn/winter","2021/2022","NA","Not sorted","Not sorted","Lab PB"
"TER-PRIBS-T27_4_2022","2021-09-24","2022-04-03","autumn/winter","2021/2022","NA","Not sorted","Not sorted","Lab PB"
"TER-PRIBS-T28_3_2022","2021-09-28","2022-03-14","autumn/winter","2021/2022","NA","Sorted","Sorted","Lab PB"
"TER-MATE-T-13 (TER-PRIBS-T01)_3_2022","2021-10-02","2022-03-27","autumn/winter","2021/2022","NA","Not sorted","Not sorted","Lab PB"
"TER-MNEG-T-62 (TER-PRIBS-T05)_4_2022","2021-10-02","2022-04-04","autumn/winter","2021/2022","NA","Not sorted","Not sorted","Lab PB"
"TER-NFPG-T-33_12_2021","2021-10-02","2021-12-15","autumn","2021","NA","Sorted","Sorted","Lab PB"
"TER-NFSB-T-07_3_2022","2021-10-02","2022-03-12","autumn/winter","2021/2022","NA","Sorted","Sorted","Lab PB"
"TER-NFTB-T-18-ORIGINAL_12_2021","2021-10-05","2021-12-15","autumn","2021","NA","Sorted","Sorted","Lab PB"
"TER-PRIBS-T10_12_2021","2021-10-05","2021-12-20","autumn","2021","NA","Sorted","Sorted","Lab David Horta"
"TER-PRIBS-T13_4_2022","2021-10-05","2022-04-04","autumn/winter","2021/2022","NA","Not sorted","Not sorted","Lab PB"
"TER-PRIBS-T15_4_2022","2021-10-05","2022-04-25","autumn/winter","2021/2022","NA","Not sorted","Not sorted","Lab PB"
"TER-NFSB-T164_6_2022","2021-12-06","2022-06-14","winter/spring","2022","NA","Sorted","Sorted","Lab PB"
"TER-0M_3_2022","2021-12-14","2022-03-14","winter","2022","NA","Sorted","Sorted","Lab PB"
"TER-200M_3_2022","2021-12-14","2022-03-14","winter","2022","NA","Sorted","Sorted","Lab PB"
"TER-400M_3_2022","2021-12-14","2022-03-14","winter","2022","NA","Sorted","Sorted","Lab PB"
"TER-NFSB-TE48_3_2022","2021-12-14","2022-03-14","winter","2022","NA","Sorted","Sorted","Lab PB"
"TER-NFSB-TE49_3_2022","2021-12-14","2022-03-14","winter","2022","NA","Sorted","Sorted","Lab PB"
"PIC-NFMP-T-03_3_2022","2021-12-15","2022-03-15","winter","2022","NA","Sorted","Sorted","Lab PB"
"TER-NFBF-TP41_3_2022","2021-12-15","2022-03-14","winter","2022","NA","Sorted","Sorted","Lab PB"
"TER-NFPG-T-33_3_2022","2021-12-15","2022-03-27","winter","2022","NA","Sorted","Sorted","Lab PB"
"TER-NFTB-T-15_3_2022","2021-12-15","2022-03-12","winter","2022","NA","Sorted","Sorted","Lab PB"
"TER-NFTB-T-18-ORIGINAL_3_2022","2021-12-15","2022-03-14","winter","2022","NA","Sorted","Sorted","Lab PB"
"FLO-LAFLOR-T29_3_2022","2021-12-17","2022-03-18","winter","2022","NA","Sorted","Sorted","Lab PB"
"FLO-MAPS-TT25_3_2022","2021-12-17","2022-03-16","winter","2022","Trap empty","Invalid","Invalid","Lab PB"
"FLO-NFFR-T-06_3_2022","2021-12-17","2022-03-18","winter","2022","NA","Sorted","Sorted","Lab PB"
"FLO-NFFR-T-07_3_2022","2021-12-17","2022-03-22","winter","2022","NA","Sorted","Sorted","Lab PB"
"FLO-NFMA-T-08_3_2022","2021-12-17","2022-03-18","winter","2022","NA","Sorted","Sorted","Lab PB"
"FLO-NFMA-T-16_3_2022","2021-12-17","2022-03-16","winter","2022","NA","Sorted","Sorted","Lab PB"
"PIC-ML-200_3_2022","2021-12-19","2022-03-15","winter","2022","NA","Sorted","Sorted","Lab PB"
"TER-NFBF-T-01_3_2022","2021-12-20","2022-03-12","winter","2022","NA","Sorted","Sorted","Lab PB"
"FLO-PDEL-Z-11_3_2022","2021-12-22","2022-03-16","winter","2022","NA","Sorted","Sorted","Lab PB"
"PIC-ML-400_3_2022","2022-01-04","2022-03-15","winter","2022","NA","Sorted","Sorted","Lab PB"
"PIC-ML-600_3_2022","2022-01-04","2022-03-15","winter","2022","NA","Sorted","Sorted","Lab PB"
"PIC-ML-800_3_2022","2022-01-04","2022-03-15","winter","2022","NA","Sorted","Sorted","Lab PB"
"PIC-NFMP-T-01_3_2022","2022-01-04","2022-03-15","winter","2022","NA","Not sorted","Not sorted","Lab PB"
"PIC-NFCA-T-08_3_2022","2022-01-07","2022-03-15","winter","2022","NA","Sorted","Sorted","Lab PB"
"PIC-NFCA-T-09_3_2022","2022-01-07","2022-03-15","winter","2022","NA","Sorted","Sorted","Lab PB"
"PIC-NFLC-T-02_3_2022","2022-01-07","2022-03-15","winter","2022","NA","Sorted","Sorted","Lab PB"
"PIC-NFMP-T-10_3_2022","2022-01-07","2022-03-15","winter","2022","NA","Sorted","Sorted","Lab PB"
"TER-NFBF-T-01_6_2022","2022-03-12","2022-06-22","spring","2022","NA","Sorted","Sorted","Lab PB"
"TER-NFBF-T-02_6_2022","2022-03-12","2022-06-22","spring","2022","NA","Sorted","Sorted","Lab PB"
"TER-NFSB-T-07_6_2022","2022-03-12","2022-06-16","spring","2022","NA","Sorted","Sorted","Lab PB"
"TER-NFTB-T-15_6_2022","2022-03-12","2022-06-16","spring","2022","NA","Sorted","Sorted","Lab PB"
"TER-PRIBS-T10_8_2022","2022-03-12","2022-08-24","spring/summer","2022","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T14_9_2022","2022-03-14","2022-09-21","spring/summer","2022","NA","Not sorted","Not sorted","Lab David Horta"
"TER-0M_6_2022","2022-03-14","2022-06-16","spring","2022","NA","Sorted","Sorted","Lab PB"
"TER-200M_6_2022","2022-03-14","2022-06-16","spring","2022","NA","Sorted","Sorted","Lab PB"
"TER-400M_6_2022","2022-03-14","2022-06-16","spring","2022","NA","Sorted","Sorted","Lab PB"
"TER-NFBF-TP41_6_2022","2022-03-14","2022-06-16","spring","2022","NA","Sorted","Sorted","Lab PB"
"TER-NFSB-TE48_6_2022","2022-03-14","2022-06-16","spring","2022","NA","Sorted","Sorted","Lab PB"
"TER-NFSB-TE49_6_2022","2022-03-14","2022-06-16","spring","2022","NA","Sorted","Sorted","Lab PB"
"TER-NFTB-T-18-ORIGINAL_6_2022","2022-03-14","2022-06-16","spring","2022","NA","Sorted","Sorted","Lab PB"
"TER-PRIBS-T28_9_2022","2022-03-14","2022-09-12","spring/summer","2022","NA","Not sorted","Not sorted","Lab David Horta"
"PIC-ML-200_6_2022","2022-03-15","2022-06-14","spring","2022","Trap empty","Sorted","Sorted","Lab PB"
"PIC-ML-400_6_2022","2022-03-15","2022-06-14","spring","2022","NA","Sorted","Sorted","Lab PB"
"PIC-ML-600_6_2022","2022-03-15","2022-06-14","spring","2022","NA","Sorted","Sorted","Lab PB"
"PIC-ML-800_6_2022","2022-03-15","2022-06-14","spring","2022","NA","Sorted","Sorted","Lab PB"
"PIC-NFCA-T-08_6_2022","2022-03-15","2022-06-14","spring","2022","NA","Sorted","Sorted","Lab PB"
"PIC-NFCA-T-09_6_2022","2022-03-15","2022-06-14","spring","2022","Trap empty","Sorted","Sorted","Lab PB"
"PIC-NFLC-T-02_6_2022","2022-03-15","2022-06-14","spring","2022","NA","Sorted","Sorted","Lab PB"
"PIC-NFMP-T-01_6_2022","2022-03-15","2022-06-14","spring","2022","NA","Sorted","Sorted","Lab PB"
"PIC-NFMP-T-03_6_2022","2022-03-15","2022-06-14","spring","2022","NA","Sorted","Sorted","Lab PB"
"PIC-NFMP-T-10_6_2022","2022-03-15","2022-06-14","spring","2022","NA","Sorted","Sorted","Lab PB"
"FLO-MAPS-TT25_6_2022","2022-03-16","2022-06-29","spring","2022","Trap empty","Invalid","Invalid","Lab PB"
"FLO-NFMA-T-16_6_2022","2022-03-16","2022-06-24","spring","2022","NA","Not sorted","Not sorted","Lab PB"
"FLO-PDEL-Z-11_6_2022","2022-03-16","2022-06-27","spring","2022","NA","Not sorted","Not sorted","Lab PB"
"FLO-LAFLOR-T29_6_2022","2022-03-18","2022-06-28","spring","2022","NA","Not sorted","Not sorted","Lab PB"
"FLO-NFFR-T-06_6_2022","2022-03-18","2022-06-28","spring","2022","NA","Not sorted","Not sorted","Lab PB"
"FLO-NFMA-T-08_6_2022","2022-03-18","2022-06-28","spring","2022","NA","Not sorted","Not sorted","Lab PB"
"FLO-NFFR-T-07_6_2022","2022-03-22","2022-06-28","spring","2022","NA","Not sorted","Not sorted","Lab PB"
"TER-NFPG-T-33_6_2022","2022-03-27","2022-06-16","spring","2022","NA","Sorted","Sorted","Lab PB"
"TER-PRIBS-T01_9_2022","2022-03-27","2022-09-12","spring/summer","2022","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T06_10_2022","2022-04-03","2022-10-04","spring/summer","2022","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T27_10_2022","2022-04-03","2022-10-04","spring/summer","2022","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T05_10_2022","2022-04-04","2022-10-04","spring/summer","2022","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T13_9_2022","2022-04-04","2022-09-21","spring/summer","2022","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T11_10_2022","2022-04-06","2022-10-04","spring/summer","2022","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T12_10_2022","2022-04-06","2022-10-04","spring/summer","2022","NA","Not sorted","Not sorted","Lab David Horta"
"PIC-ML-200_9_2022","2022-06-14","2022-09-14","summer","2022","NA","Sorted","Sorted","Lab PB"
"PIC-ML-400_9_2022","2022-06-14","2022-09-14","summer","2022","NA","Sorted","Sorted","Lab PB"
"PIC-ML-600_9_2022","2022-06-14","2022-09-14","summer","2022","NA","Sorted","Sorted","Lab PB"
"PIC-ML-800_9_2022","2022-06-14","2022-09-14","summer","2022","NA","Sorted","Sorted","Lab PB"
