"Event_ID","Placement","Sampling.Date","Season","Year","Notes","Sorting.Status.Order","Sorting.Status.Morphospecies","Location.of.the.sample"
"SMR-PRIBS-T13_12_2019","2019-09-27","2019-12-17","autumn","2019","NA","Sorted","Sorted","Lab PB"
"SMR-PRIBS-T14_12_2019","2019-09-27","2019-12-17","autumn","2019","NA","Sorted","Sorted","Lab PB"
"SMR-PRIBS-T15_12_2019","2019-09-27","2019-12-17","autumn","2019","NA","Sorted","Sorted","Lab PB"
"TER-NFSB-T164_1_2020","2019-09-27","2020-01-03","autumn","2019","NA","Sorted","Sorted","Entomoteca"
"TER-NFSB-TE49_12_2019","2019-09-27","2019-12-11","autumn","2019","NA","Sorted","Sorted","Entomoteca"
"TER-PRIBS-T13_12_2019","2019-09-30","2019-12-16","autumn","2019","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T14_12_2019","2019-09-30","2019-12-16","autumn","2019","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T15_1_2020","2019-09-30","2020-01-18","autumn","2019","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T17_1_2020","2019-10-01","2020-01-19","autumn","2019","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T19_12_2019","2019-10-01","2019-12-14","autumn","2019","FIM","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T20_1_2020","2019-10-01","2020-01-18","autumn","2019","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T22_4_2020","2019-10-01","2020-04-11","autumn","2019","FIM","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T24_1_2020","2019-10-01","2020-01-18","autumn","2019","FIM","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T27_1_2020","2019-10-14","2020-01-18","autumn","2019","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T28_12_2019","2019-10-14","2019-12-11","autumn","2019","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T16_12_2019","2019-10-17","2019-12-17","autumn","2019","NA","Sorted","Sorted","Lab PB"
"GRA-CALG-Z-08_11_2019","2019-10-26","2019-11-26","monthly study","2019","NA","Not sorted","Not sorted","Lab Rui Elias"
"GRA-CALN-T-01_11_2019","2019-10-26","2019-11-26","monthly study","2019","NA","Not sorted","Not sorted","Lab Rui Elias"
"GRA-CALG-Z-08_12_2019","2019-11-26","2019-12-26","monthly study","2019","NA","Not sorted","Not sorted","Lab Rui Elias"
"GRA-CALN-T-01_12_2019","2019-11-26","2019-12-26","monthly study","2019","NA","Not sorted","Not sorted","Lab Rui Elias"
"PIC-ML-200_3_2020","2019-12-11","2020-03-12","winter","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-ML-400_3_2020","2019-12-11","2020-03-12","winter","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-ML-600_3_2020","2019-12-11","2020-03-12","winter","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-ML-800_3_2020","2019-12-11","2020-03-12","winter","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-NFCA-T-09_3_2020","2019-12-11","2020-03-12","winter","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-NFLC-T-02_3_2020","2019-12-11","2020-03-12","winter","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-NFMP-T-03_3_2020","2019-12-11","2020-03-12","winter","2020","NA","Sorted","Sorted","Lab Rui Elias"
"TER-0M_3_2020","2019-12-11","2020-03-24","winter","2020","NA","Sorted","Sorted","Entomoteca"
"TER-200M_3_2020","2019-12-11","2020-03-24","winter","2020","NA","Sorted","Sorted","Entomoteca"
"TER-400M_3_2020","2019-12-11","2020-03-24","winter","2020","NA","Sorted","Sorted","Entomoteca"
"TER-NFSB-TE48_3_2020","2019-12-11","2020-03-24","winter","2020","NA","Sorted","Sorted","Entomoteca"
"TER-NFSB-TE49_6_2020","2019-12-11","2020-06-12","winter/spring","2020","6 months","Sorted","Sorted","Entomoteca"
"TER-PRIBS-T28_3_2020","2019-12-11","2020-03-24","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-ACAR-T-25 (TER-PRIBS-T10)_3_2020","2019-12-16","2020-03-26","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-NFTB-T-15_3_2020","2019-12-16","2020-03-26","winter","2020","NA","Sorted","Sorted","Entomoteca"
"TER-NFTB-T-18-ORIGINAL_3_2020","2019-12-16","2020-03-27","winter","2020","NA","Sorted","Sorted","Entomoteca"
"TER-PRIBS-T13_3_2020","2019-12-16","2020-03-26","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T14_3_2020","2019-12-16","2020-03-26","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-NFPA-T-01 (SMR-PRIBS-T09)_3_2020","2019-12-17","2020-03-17","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T01_3_2020","2019-12-17","2020-03-17","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T02_3_2020","2019-12-17","2020-03-17","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T03_3_2020","2019-12-17","2020-03-17","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T04_3_2020","2019-12-17","2020-03-17","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T05_3_2020","2019-12-17","2020-03-17","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T06_3_2020","2019-12-17","2020-03-17","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T07_3_2020","2019-12-17","2020-03-17","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T08_3_2020","2019-12-17","2020-03-17","winter","2020","invalid","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T10_3_2020","2019-12-17","2020-03-17","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T11_3_2020","2019-12-17","2020-03-17","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T12_3_2020","2019-12-17","2020-03-17","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T13_3_2020","2019-12-17","2020-03-17","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T14_3_2020","2019-12-17","2020-03-17","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T15_3_2020","2019-12-17","2020-03-17","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T16_3_2020","2019-12-17","2020-03-17","winter","2020","invalid","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T02_3_2020","2019-12-20","2020-03-17","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"GRA-CALG-Z-08_1_2020","2019-12-26","2020-01-26","monthly study","2019","NA","Not sorted","Not sorted","Lab Rui Elias"
"GRA-CALN-T-01_1_2020","2019-12-26","2020-01-26","monthly study","2019","NA","Not sorted","Not sorted","Lab Rui Elias"
"TER-MATE-T-13 (TER-PRIBS-T01)_3_2020","2020-01-02","2020-03-18","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-MNEG-T-62 (TER-PRIBS-T05)_3_2020","2020-01-02","2020-03-24","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-NFBF-TP41_3_2020","2020-01-03","2020-03-27","winter","2020","NA","Sorted","Sorted","Entomoteca"
"TER-NFSB-T164_7_2020","2020-01-03","2020-07-02","winter/spring","2020","6 months","Sorted","Sorted","Entomoteca"
"TER-NFBF-T-01_3_2020","2020-01-04","2020-03-18","winter","2020","NA","Sorted","Sorted","Entomoteca"
"TER-PRIBS-T04_3_2020","2020-01-04","2020-03-18","winter","2020","FIM","Not sorted","Not sorted","Lab David Horta"
"TER-CABI-T166 (TER-PRIBS-T06)_3_2020","2020-01-13","2020-03-26","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-NFBF-T-02_3_2020","2020-01-13","2020-03-26","winter","2020","NA","Sorted","Sorted","Entomoteca"
"TER-NFPG-T-33_6_2020","2020-01-13","2020-06-06","winter/spring","2020","6 months","Sorted","Sorted","Entomoteca"
"TER-NFSB-T-07_3_2020","2020-01-13","2020-03-18","winter","2020","NA","Sorted","Sorted","Entomoteca"
"TER-PRIBS-T07_3_2020","2020-01-18","2020-03-26","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T15_3_2020","2020-01-18","2020-03-26","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T20_3_2020","2020-01-18","2020-03-14","winter","2020","FIM","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T27_3_2020","2020-01-18","2020-03-26","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-FTER-T-36 (TER-PRIBS-T09)_3_2020","2020-01-19","2020-03-28","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T08_3_2020","2020-01-19","2020-03-28","winter","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T17_3_2020","2020-01-19","2020-03-28","winter","2020","FIM","Not sorted","Not sorted","Lab David Horta"
"GRA-CALG-Z-08_2_2020","2020-01-26","2020-02-26","monthly study","2020","NA","Not sorted","Not sorted","Lab Rui Elias"
"GRA-CALN-T-01_2_2020","2020-01-26","2020-02-26","monthly study","2020","NA","Not sorted","Not sorted","Lab Rui Elias"
"GRA-CALG-Z-08_6_2020","2020-02-26","2020-06-26","4 months","2020","COVID 19","Not sorted","Not sorted","Lab Rui Elias"
"GRA-CALN-T-01_6_2020","2020-02-26","2020-06-26","4 months","2020","COVID 19","Not sorted","Not sorted","Lab Rui Elias"
"PIC-ML-200_6_2020","2020-03-12","2020-06-16","spring","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-ML-400_6_2020","2020-03-12","2020-06-16","spring","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-ML-600_6_2020","2020-03-12","2020-06-16","spring","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-ML-800_6_2020","2020-03-12","2020-06-16","spring","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-NFCA-T-09_6_2020","2020-03-12","2020-06-16","spring","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-NFLC-T-02_6_2020","2020-03-12","2020-06-16","spring","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-NFMP-T-03_6_2020","2020-03-12","2020-06-16","spring","2020","NA","Sorted","Sorted","Lab Rui Elias"
"SMR-NFPA-T-01 (SMR-PRIBS-T09)_6_2020","2020-03-17","2020-06-17","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T01_6_2020","2020-03-17","2020-06-17","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T02_6_2020","2020-03-17","2020-06-17","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T03_6_2020","2020-03-17","2020-06-17","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T04_6_2020","2020-03-17","2020-06-17","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T05_6_2020","2020-03-17","2020-06-17","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T06_6_2020","2020-03-17","2020-06-17","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T07_6_2020","2020-03-17","2020-06-17","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T08_6_2020","2020-03-17","2020-06-17","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T10_6_2020","2020-03-17","2020-06-17","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T11_6_2020","2020-03-17","2020-06-17","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T12_6_2020","2020-03-17","2020-06-17","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T13_6_2020","2020-03-17","2020-06-17","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T14_6_2020","2020-03-17","2020-06-17","spring","2020","invalid","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T15_6_2020","2020-03-17","2020-06-17","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T16_6_2020","2020-03-17","2020-06-17","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T02_6_2020","2020-03-17","2020-06-25","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-MATE-T-13 (TER-PRIBS-T01)_6_2020","2020-03-18","2020-06-24","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-NFBF-T-01_6_2020","2020-03-18","2020-06-22","spring","2020","NA","Sorted","Sorted","Entomoteca"
"TER-NFSB-T-07_6_2020","2020-03-18","2020-06-24","spring","2020","NA","Sorted","Sorted","Entomoteca"
"TER-PRIBS-T11_10_2020","2020-03-22","2020-10-03","spring/summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T12_10_2020","2020-03-22","2020-10-03","spring/summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-0M_6_2020","2020-03-24","2020-06-12","spring","2020","NA","Sorted","Sorted","Entomoteca"
"TER-200M_6_2020","2020-03-24","2020-06-12","spring","2020","NA","Sorted","Sorted","Lab PB"
"TER-400M_6_2020","2020-03-24","2020-06-12","spring","2020","NA","Sorted","Sorted","Lab PB"
"TER-MNEG-T-62 (TER-PRIBS-T05)_7_2020","2020-03-24","2020-07-02","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-NFSB-TE48_6_2020","2020-03-24","2020-06-12","spring","2020","NA","Sorted","Sorted","Entomoteca"
"TER-PRIBS-T28_9_2020","2020-03-24","2020-09-28","spring/summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-ACAR-T-25 (TER-PRIBS-T10)_6_2020","2020-03-26","2020-06-06","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-CABI-T166 (TER-PRIBS-T06)_7_2020","2020-03-26","2020-07-02","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-NFBF-T-02_6_2020","2020-03-26","2020-06-16","spring","2020","NA","Sorted","Sorted","Entomoteca"
"TER-NFTB-T-15_6_2020","2020-03-26","2020-06-24","spring","2020","NA","Sorted","Sorted","Lab PB"
"TER-PRIBS-T07_7_2020","2020-03-26","2020-07-02","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T13_6_2020","2020-03-26","2020-06-16","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T14_6_2020","2020-03-26","2020-06-16","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T15_9_2020","2020-03-26","2020-09-28","spring/summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T27_7_2020","2020-03-26","2020-07-02","spring","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-NFBF-TP41_6_2020","2020-03-27","2020-06-16","spring","2020","NA","Sorted","Sorted","Entomoteca"
"TER-NFTB-T-18-ORIGINAL_6_2020","2020-03-27","2020-06-16","spring","2020","NA","Sorted","Sorted","Entomoteca"
"TER-FTER-T-36 (TER-PRIBS-T09)_9_2020","2020-03-28","2020-09-22","spring/summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T08_9_2020","2020-03-28","2020-09-22","spring/summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-ACAR-T-25 (TER-PRIBS-T10)_9_2020","2020-06-06","2020-09-28","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-NFPG-T-33_9_2020","2020-06-06","2020-09-28","summer","2020","NA","Sorted","Sorted","Entomoteca"
"TER-0M_9_2020","2020-06-12","2020-09-22","summer","2020","NA","Sorted","Sorted","Entomoteca"
"TER-200M_9_2020","2020-06-12","2020-09-22","summer","2020","NA","Sorted","Sorted","Entomoteca"
"TER-400M_9_2020","2020-06-12","2020-09-22","summer","2020","NA","Sorted","Sorted","Entomoteca"
"TER-NFSB-TE48_9_2020","2020-06-12","2020-09-22","summer","2020","NA","Sorted","Sorted","Entomoteca"
"TER-NFSB-TE49_10_2020","2020-06-12","2020-10-07","summer","2020","NA","Sorted","Sorted","Entomoteca"
"PIC-ML-200_9_2020","2020-06-16","2020-09-17","summer","2020","NA","Sorted","Sorted","Entomoteca"
"PIC-ML-400_9_2020","2020-06-16","2020-09-17","summer","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-ML-600_9_2020","2020-06-16","2020-09-17","summer","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-ML-800_9_2020","2020-06-16","2020-09-17","summer","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-NFCA-T-09_9_2020","2020-06-16","2020-09-17","summer","2020","NA","Sorted","Sorted","Entomoteca"
"PIC-NFLC-T-02_9_2020","2020-06-16","2020-09-17","summer","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-NFMP-T-03_9_2020","2020-06-16","2020-09-17","summer","2020","NA","Sorted","Sorted","Lab Rui Elias"
"TER-NFBF-T-02_9_2020","2020-06-16","2020-09-22","summer","2020","NA","Sorted","Sorted","Entomoteca"
"TER-NFBF-TP41_9_2020","2020-06-16","2020-09-28","summer","2020","NA","Sorted","Sorted","Entomoteca"
"TER-NFTB-T-18-ORIGINAL_9_2020","2020-06-16","2020-09-15","summer","2020","NA","Sorted","Sorted","Entomoteca"
"TER-PRIBS-T13_9_2020","2020-06-16","2020-09-28","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T14_9_2020","2020-06-16","2020-09-28","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-NFPA-T-01 (SMR-PRIBS-T09)_9_2020","2020-06-17","2020-09-17","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T01_9_2020","2020-06-17","2020-09-17","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T02_9_2020","2020-06-17","2020-09-17","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T03_9_2020","2020-06-17","2020-09-17","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T04_9_2020","2020-06-17","2020-09-17","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T05_9_2020","2020-06-17","2020-09-17","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T06_9_2020","2020-06-17","2020-09-17","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T07_9_2020","2020-06-17","2020-09-17","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T08_9_2020","2020-06-17","2020-09-17","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T10_9_2020","2020-06-17","2020-09-17","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T11_9_2020","2020-06-17","2020-09-17","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T12_9_2020","2020-06-17","2020-09-17","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T13_9_2020","2020-06-17","2020-09-17","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T14_9_2020","2020-06-17","2020-09-17","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T15_9_2020","2020-06-17","2020-09-17","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"SMR-PRIBS-T16_9_2020","2020-06-17","2020-09-17","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-NFBF-T-01_9_2020","2020-06-22","2020-09-25","summer","2020","NA","Sorted","Sorted","Entomoteca"
"TER-MATE-T-13 (TER-PRIBS-T01)_9_2020","2020-06-24","2020-09-16","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-NFSB-T-07_9_2020","2020-06-24","2020-09-23","summer","2020","NA","Sorted","Sorted","Entomoteca"
"TER-NFTB-T-15_9_2020","2020-06-24","2020-09-15","summer","2020","NA","Sorted","Sorted","Entomoteca"
"TER-PRIBS-T02_9_2020","2020-06-25","2020-09-19","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"GRA-CALG-Z-08_7_2020","2020-06-26","2020-07-26","monthly study","2020","NA","Not sorted","Not sorted","Lab Rui Elias"
"GRA-CALN-T-01_7_2020","2020-06-26","2020-07-26","monthly study","2020","NA","Not sorted","Not sorted","Lab Rui Elias"
"TER-CABI-T166 (TER-PRIBS-T06)_9_2020","2020-07-02","2020-09-25","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-MNEG-T-62 (TER-PRIBS-T05)_9_2020","2020-07-02","2020-09-22","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-NFSB-T164_9_2020","2020-07-02","2020-09-16","summer","2020","NA","Sorted","Sorted","Entomoteca"
"TER-PRIBS-T07_9_2020","2020-07-02","2020-09-25","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"TER-PRIBS-T27_9_2020","2020-07-02","2020-09-25","summer","2020","NA","Not sorted","Not sorted","Lab David Horta"
"PIC-NFCA-T-08_9_2020","2020-07-07","2020-09-17","summer","2020","NA","Sorted","Sorted","Entomoteca"
"PIC-NFMP-T-01_9_2020","2020-07-09","2020-09-17","summer","2020","NA","Sorted","Sorted","Entomoteca"
"PIC-NFMP-T-10_9_2020","2020-07-15","2020-09-17","summer","2020","NA","Sorted","Sorted","Entomoteca"
"GRA-CALG-Z-08_8_2020","2020-07-26","2020-08-26","monthly study","2020","NA","Not sorted","Not sorted","Lab Rui Elias"
"GRA-CALN-T-01_8_2020","2020-07-26","2020-08-26","monthly study","2020","NA","Not sorted","Not sorted","Lab Rui Elias"
"FLO-NFFR-T-06_9_2020","2020-07-27","2020-09-17","summer","2020","NA","Sorted","Sorted","Entomoteca"
"FLO-NFMA-T-08_9_2020","2020-07-30","2020-09-17","summer","2020","NA","Sorted","Sorted","Entomoteca"
"FLO-MAPS-TT25_9_2020","2020-07-31","2020-09-17","summer","2020","NA","Sorted","Sorted","Entomoteca"
"FLO-NFFR-T-07_9_2020","2020-07-31","2020-09-17","summer","2020","NA","Sorted","Sorted","Entomoteca"
"FLO-NFMA-T-16_9_2020","2020-07-31","2020-09-17","summer","2020","NA","Sorted","Sorted","Entomoteca"
"FLO-PDEL-Z-11_9_2020","2020-07-31","2020-09-17","summer","2020","NA","Sorted","Sorted","Entomoteca"
"COR-CORO-Z-16_10_2020","2020-08-02","2020-10-09","summer","2020","NA","Sorted","Sorted","Entomoteca"
"FLO-LAFLOR-T29_9_2020","2020-08-02","2020-09-17","summer","2020","NA","Sorted","Sorted","Entomoteca"
"SMR-PRIBS-T03_3_2021","2020-08-07","2021-03-08","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab PB"
"GRA-CALG-Z-08_9_2020","2020-08-26","2020-09-26","monthly study","2020","NA","Not sorted","Not sorted","Lab Rui Elias"
"GRA-CALN-T-01_9_2020","2020-08-26","2020-09-26","monthly study","2020","NA","Not sorted","Not sorted","Lab Rui Elias"
"SMR-PRIBS-T01_3_2021","2020-09-07","2021-03-08","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab PB"
"SMR-PRIBS-T05_3_2021","2020-09-07","2021-03-08","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab PB"
"SMR-PRIBS-T06_3_2021","2020-09-07","2021-03-08","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab PB"
"SMR-PRIBS-T10_3_2021","2020-09-07","2021-03-08","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab PB"
"SMR-PRIBS-T11_3_2021","2020-09-07","2021-03-08","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab PB"
"SMR-PRIBS-T15_3_2021","2020-09-07","2021-03-08","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab PB"
"SMR-PRIBS-T16_3_2021","2020-09-07","2021-03-08","autumn/winter","2020/2021","NA","Sorted","Sorted","Lab PB"
"TER-NFTB-T-15_12_2020","2020-09-15","2020-12-07","autumn","2020","NA","Sorted","Sorted","Entomoteca"
"TER-NFTB-T-18-ORIGINAL_3_2021","2020-09-15","2021-03-20","autumn/winter","2020/2021","NA","Sorted","Sorted","Entomoteca"
"TER-MATE-T-13 (TER-PRIBS-T01)_3_2021","2020-09-16","2021-03-18","autumn/winter/spring","2020/2021","NA","Sorted","Sorted","Lab David Horta"
"TER-NFSB-T164_3_2021","2020-09-16","2021-03-24","autumn/winter","2020/2021","NA","Sorted","Sorted","Entomoteca"
"FLO-LAFLOR-T29_12_2020","2020-09-17","2020-12-16","autumn","2020","NA","Sorted","Sorted","Lab PB"
"FLO-MAPS-TT25_12_2020","2020-09-17","2020-12-16","autumn","2020","NA","Sorted","Sorted","Lab PB"
"FLO-NFFR-T-06_12_2020","2020-09-17","2020-12-16","autumn","2020","NA","Sorted","Sorted","Lab PB"
"FLO-NFFR-T-07_12_2020","2020-09-17","2020-12-16","autumn","2020","NA","Sorted","Sorted","Lab PB"
"FLO-NFMA-T-08_12_2020","2020-09-17","2020-12-16","autumn","2020","NA","Sorted","Sorted","Lab PB"
"FLO-NFMA-T-16_12_2020","2020-09-17","2020-12-16","autumn","2020","NA","Sorted","Sorted","Lab PB"
"FLO-PDEL-Z-11_12_2020","2020-09-17","2020-12-16","autumn","2020","NA","Sorted","Sorted","Lab PB"
"PIC-ML-200_12_2020","2020-09-17","2020-12-14","autumn","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-ML-400_12_2020","2020-09-17","2020-12-14","autumn","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-ML-600_12_2020","2020-09-17","2020-12-14","autumn","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-ML-800_12_2020","2020-09-17","2020-12-14","autumn","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-NFCA-T-08_12_2020","2020-09-17","2020-12-14","autumn","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-NFCA-T-09_12_2020","2020-09-17","2020-12-14","autumn","2020","NA","Sorted","Sorted","Lab PB"
"PIC-NFLC-T-02_12_2020","2020-09-17","2020-12-14","autumn","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-NFMP-T-01_12_2020","2020-09-17","2020-12-14","autumn","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-NFMP-T-03_12_2020","2020-09-17","2020-12-14","autumn","2020","NA","Sorted","Sorted","Lab Rui Elias"
"PIC-NFMP-T-10_12_2020","2020-09-17","2020-12-14","autumn","2020","NA","Sorted","Sorted","Lab PB"
"TER-PRIBS-T02_10_2020","2020-09-19","2020-10-27","monthly study","2020","FIM","Not sorted","Not sorted","Lab David Horta"
"TER-0M_12_2020","2020-09-22","2020-12-05","autumn","2020","NA","Sorted","Sorted","Entomoteca"
"TER-200M_12_2020","2020-09-22","2020-12-05","autumn","2020","NA","Sorted","Sorted","Entomoteca"
"TER-400M_12_2020","2020-09-22","2020-12-05","autumn","2020","NA","Sorted","Sorted","Entomoteca"
