MF102,MF117,MF121,MF124,MF13,MF134,MF137,MF141,MF144,MF167,MF179,MF181,MF184,MF191,MF195,MF198,MF200,MF21,MF257,MF27,MF312,MF370,MF39,MF421,MF439,MF44,MF46,MF465,MF476,MF478,MF5,MF557,MF57,MF59,MF6,MF7,MF78,MF89,MF9
5.337005,23.692492,3.2258065,0.0,4.007586,15.303003,31.091,11.34949,57.43493,0.0,0.0,10.314596,14.36982,7.8586974,9.478804,4.0833507,2.6533413,3.475572,4.650263,3.8005595,19.698784,41.497005,3.1578948,4.1162786,44.029346,1.0000675,29.474672,2.9126213,0.0,8.689683,50.581017,6.686483,8.00158,0.0,0.0,714.8741,10.377611,3.1578948,0.0
11.335451,4.9191637,0.0,42.25202,10.420527,1.2344822,95.26724,6.9647617,10.311602,18.308287,4.086456,35.044586,0.39432046,5.1829033,32.118843,8.356768,29.826788,0.0,9.158622,8.330983,7.932315,16.698355,0.0,0.0,28.89856,0.8298022,3.2231746,0.0,8.387321,3.2705908,0.0,3.0354834,6.128195,0.0,11.013,52.100704,0.0,0.0,0.0
0.0,4.2366652,0.0,0.0,2.8181663,4.5242596,126.58104,9.194451,5.8620844,8.045834,14.164407,42.561413,4.124891,0.0,15.597561,2.4235547,17.79938,0.0,6.8035655,0.072763026,20.487595,27.18566,0.0,0.0,12.256731,2.7802303,0.0,0.0,0.0,3.9485629,2.6864169,0.0,0.0,0.0,26.69056,86.30597,0.0,0.0378848,2.666394
5.7279468,26.877974,0.0,0.0,3.5061061,37.361412,94.12706,27.476738,0.0,10.810598,9.344927,20.65175,3.7155454,14.602468,0.0,6.374947,24.989347,4.5171647,4.3412023,7.71864,26.635803,227.1705,3.1301386,0.0,39.67834,0.023685649,3.6779747,0.0,0.0,0.0,73.14437,7.1419644,0.0,0.0,0.0,1079.0459,21.822113,0.37511653,0.0
39.562294,7.214895,0.0,105.91623,11.20151,34.51843,29.090923,32.044178,79.004234,0.0,3.6192522,55.335026,5.8751383,60.304104,96.24078,24.10885,10.042681,15.235974,0.0,19.835888,42.43114,59.037487,21.54692,0.0,51.461926,12.292796,6.2040377,0.0,4.003447,7.7703495,17.039564,0.0,0.0,25.823072,17.356949,626.19336,6.505585,0.0,2.8153167
3.7605758,30.178158,0.0,87.78574,0.0,15.497735,130.79439,99.56376,65.10793,0.0,0.0,22.538538,0.0,19.20536,66.04904,7.602189,4.234084,0.0,0.0,8.120149,4.09025,0.0,0.026455253,0.0,40.739,8.374173,4.144173,0.0,0.0,11.937386,0.0,3.8457468,3.6101418,0.0,120.918076,131.4777,0.0,0.1513337,0.0
0.0,11.526903,0.0,3.3598104,0.0,3.6999152,117.35249,30.582733,16.79853,0.0,4.8496165,23.586582,0.0,0.0,43.712006,5.7406,27.338434,0.0,6.301208,6.1980033,8.195347,0.0,0.0,0.0,15.986557,0.0,0.0,0.0,0.0,7.842328,0.0,1.8081646,2.556384,0.0,35.1579,28.46631,0.0,6.595757,0.0
4.4747534,15.333323,0.0,0.0,0.0,27.07983,47.676033,21.977829,5.479956,2.3512278,6.0213647,20.05202,11.229199,0.0,0.0,1.311489,15.975004,0.0,6.4617662,4.389076,20.357382,81.23253,0.0,0.0,9.678915,2.3301861,20.561329,0.0,0.2807218,4.738633,81.22569,6.1712074,4.140507,0.0,0.0,553.9328,10.818889,8.378054,2.5311563
30.601227,18.877394,0.0,133.17941,37.1259,39.438644,44.033127,42.332787,41.681316,5.055707,2.9836621,27.009756,0.25166866,98.391235,104.3273,32.793205,8.011595,19.19281,0.0,7.8180127,33.5808,37.03323,9.681531,0.0,17.439531,9.460815,9.0272045,0.0,11.753041,7.3020763,20.324419,9.897469,0.0,15.163121,37.64538,934.07935,30.175188,3.9175582,5.310537
11.350718,4.904637,0.0,42.25914,10.425812,1.2406356,95.25587,6.9608793,10.397621,18.309029,4.0797944,35.079582,0.40202615,5.190839,32.138744,8.364518,29.83213,0.0,9.144854,8.33248,7.9425187,16.73057,0.0,0.0,28.914375,0.8332092,3.2457485,0.0,8.385218,3.2792864,0.0,3.0303416,6.1259694,0.0,11.033509,52.16553,0.0,0.0,0.0
